/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 1, iters: 800, time: 0.040, data: 0.001) G_GAN: 3.744 G_L1: 49.269 D_real: 0.014 D_fake: 0.108 
(epoch: 1, iters: 900, time: 0.037, data: 0.001) G_GAN: 2.741 G_L1: 38.016 D_real: 0.233 D_fake: 0.058 
(epoch: 1, iters: 1000, time: 0.040, data: 0.001) G_GAN: 4.292 G_L1: 52.896 D_real: 0.039 D_fake: 0.017 
(epoch: 1, iters: 1100, time: 0.040, data: 0.001) G_GAN: 4.371 G_L1: 46.819 D_real: 0.083 D_fake: 0.016 
(epoch: 1, iters: 1200, time: 0.040, data: 0.002) G_GAN: 4.461 G_L1: 42.323 D_real: 0.009 D_fake: 0.033 
(epoch: 1, iters: 1300, time: 0.040, data: 0.001) G_GAN: 2.308 G_L1: 55.183 D_real: 0.032 D_fake: 1.381 
(epoch: 1, iters: 1400, time: 0.046, data: 0.001) G_GAN: 5.006 G_L1: 55.673 D_real: 0.005 D_fake: 0.011 
(epoch: 1, iters: 1500, time: 0.041, data: 0.001) G_GAN: 3.867 G_L1: 51.664 D_real: 0.001 D_fake: 0.029 
(epoch: 1, iters: 1600, time: 0.044, data: 0.001) G_GAN: 4.991 G_L1: 42.087 D_real: 0.164 D_fake: 0.007 
(epoch: 1, iters: 1700, time: 0.039, data: 0.002) G_GAN: 4.387 G_L1: 51.967 D_real: 0.017 D_fake: 0.035 
(epoch: 1, iters: 1800, time: 0.040, data: 0.001) G_GAN: 3.721 G_L1: 44.011 D_real: 0.031 D_fake: 0.030 
(epoch: 1, iters: 1900, time: 0.040, data: 0.001) G_GAN: 3.630 G_L1: 34.849 D_real: 0.044 D_fake: 0.063 
(epoch: 1, iters: 2000, time: 0.083, data: 0.002) G_GAN: 3.422 G_L1: 44.130 D_real: 0.011 D_fake: 0.054 
(epoch: 1, iters: 2100, time: 0.045, data: 0.001) G_GAN: 3.802 G_L1: 59.309 D_real: 0.000 D_fake: 0.097 
(epoch: 1, iters: 2200, time: 0.041, data: 0.001) G_GAN: 3.092 G_L1: 47.091 D_real: 0.053 D_fake: 0.025 
(epoch: 1, iters: 2300, time: 0.040, data: 0.001) G_GAN: 3.430 G_L1: 51.659 D_real: 0.026 D_fake: 0.065 
(epoch: 1, iters: 2400, time: 0.040, data: 0.001) G_GAN: 1.855 G_L1: 42.590 D_real: 1.146 D_fake: 0.026 
End of epoch 1 / 200 	 Time Taken: 76 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 2, iters: 100, time: 0.041, data: 0.134) G_GAN: 2.663 G_L1: 38.519 D_real: 0.019 D_fake: 0.315 
(epoch: 2, iters: 200, time: 0.041, data: 0.002) G_GAN: 3.479 G_L1: 45.019 D_real: 0.194 D_fake: 0.029 
(epoch: 2, iters: 300, time: 0.041, data: 0.001) G_GAN: 1.630 G_L1: 59.853 D_real: 0.001 D_fake: 1.185 
(epoch: 2, iters: 400, time: 0.081, data: 0.001) G_GAN: 0.928 G_L1: 42.127 D_real: 0.733 D_fake: 0.718 
(epoch: 2, iters: 500, time: 0.042, data: 0.001) G_GAN: 2.530 G_L1: 50.962 D_real: 0.031 D_fake: 0.093 
(epoch: 2, iters: 600, time: 0.040, data: 0.001) G_GAN: 3.716 G_L1: 43.904 D_real: 0.016 D_fake: 1.026 
(epoch: 2, iters: 700, time: 0.039, data: 0.001) G_GAN: 4.892 G_L1: 55.153 D_real: 0.049 D_fake: 0.014 
(epoch: 2, iters: 800, time: 0.043, data: 0.001) G_GAN: 5.844 G_L1: 42.103 D_real: 0.040 D_fake: 0.011 
(epoch: 2, iters: 900, time: 0.040, data: 0.001) G_GAN: 2.840 G_L1: 51.862 D_real: 0.000 D_fake: 1.478 
(epoch: 2, iters: 1000, time: 0.041, data: 0.001) G_GAN: 3.142 G_L1: 39.556 D_real: 0.887 D_fake: 0.022 
(epoch: 2, iters: 1100, time: 0.046, data: 0.002) G_GAN: 0.974 G_L1: 41.518 D_real: 1.113 D_fake: 0.154 
(epoch: 2, iters: 1200, time: 0.040, data: 0.001) G_GAN: 4.388 G_L1: 49.837 D_real: 0.022 D_fake: 0.023 
(epoch: 2, iters: 1300, time: 0.040, data: 0.001) G_GAN: 3.589 G_L1: 32.630 D_real: 0.005 D_fake: 0.065 
(epoch: 2, iters: 1400, time: 0.039, data: 0.001) G_GAN: 3.134 G_L1: 66.214 D_real: 0.060 D_fake: 0.352 
(epoch: 2, iters: 1500, time: 0.041, data: 0.001) G_GAN: 1.639 G_L1: 37.077 D_real: 1.635 D_fake: 0.025 
(epoch: 2, iters: 1600, time: 0.080, data: 0.001) G_GAN: 3.976 G_L1: 38.535 D_real: 0.439 D_fake: 0.015 
(epoch: 2, iters: 1700, time: 0.038, data: 0.001) G_GAN: 4.378 G_L1: 48.238 D_real: 0.001 D_fake: 0.016 
(epoch: 2, iters: 1800, time: 0.042, data: 0.001) G_GAN: 3.349 G_L1: 44.337 D_real: 1.503 D_fake: 0.007 
(epoch: 2, iters: 1900, time: 0.042, data: 0.001) G_GAN: 2.732 G_L1: 38.040 D_real: 0.255 D_fake: 0.032 
(epoch: 2, iters: 2000, time: 0.041, data: 0.001) G_GAN: 5.728 G_L1: 60.505 D_real: 0.001 D_fake: 0.005 
(epoch: 2, iters: 2100, time: 0.042, data: 0.001) G_GAN: 4.391 G_L1: 70.468 D_real: 0.002 D_fake: 0.017 
(epoch: 2, iters: 2200, time: 0.041, data: 0.001) G_GAN: 3.007 G_L1: 53.674 D_real: 0.004 D_fake: 0.121 
(epoch: 2, iters: 2300, time: 0.039, data: 0.001) G_GAN: 1.692 G_L1: 65.759 D_real: 0.000 D_fake: 1.003 
(epoch: 2, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.168 G_L1: 31.121 D_real: 0.419 D_fake: 0.083 
End of epoch 2 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 3, iters: 100, time: 0.043, data: 0.125) G_GAN: 1.266 G_L1: 38.029 D_real: 2.335 D_fake: 0.031 
(epoch: 3, iters: 200, time: 0.040, data: 0.001) G_GAN: 1.048 G_L1: 43.996 D_real: 0.289 D_fake: 0.255 
saving the latest model (epoch 3, total_iters 5000)
(epoch: 3, iters: 300, time: 0.041, data: 0.001) G_GAN: 3.443 G_L1: 47.722 D_real: 0.053 D_fake: 0.062 
(epoch: 3, iters: 400, time: 0.085, data: 0.001) G_GAN: 3.007 G_L1: 45.380 D_real: 0.001 D_fake: 0.336 
(epoch: 3, iters: 500, time: 0.040, data: 0.001) G_GAN: 3.981 G_L1: 84.822 D_real: 0.000 D_fake: 0.032 
(epoch: 3, iters: 600, time: 0.041, data: 0.001) G_GAN: 3.908 G_L1: 82.376 D_real: 0.000 D_fake: 0.039 
(epoch: 3, iters: 700, time: 0.041, data: 0.001) G_GAN: 1.925 G_L1: 73.488 D_real: 0.001 D_fake: 0.555 
(epoch: 3, iters: 800, time: 0.037, data: 0.001) G_GAN: 2.523 G_L1: 41.701 D_real: 0.003 D_fake: 0.242 
(epoch: 3, iters: 900, time: 0.043, data: 0.001) G_GAN: 2.845 G_L1: 32.815 D_real: 0.213 D_fake: 0.054 
(epoch: 3, iters: 1000, time: 0.041, data: 0.001) G_GAN: 2.445 G_L1: 37.354 D_real: 0.190 D_fake: 0.156 
(epoch: 3, iters: 1100, time: 0.041, data: 0.001) G_GAN: 2.835 G_L1: 43.974 D_real: 0.045 D_fake: 0.239 
(epoch: 3, iters: 1200, time: 0.088, data: 0.001) G_GAN: 3.753 G_L1: 51.345 D_real: 0.001 D_fake: 1.248 
(epoch: 3, iters: 1300, time: 0.041, data: 0.001) G_GAN: 1.860 G_L1: 59.947 D_real: 0.682 D_fake: 0.266 
(epoch: 3, iters: 1400, time: 0.043, data: 0.001) G_GAN: 3.470 G_L1: 33.014 D_real: 0.047 D_fake: 0.038 
(epoch: 3, iters: 1500, time: 0.041, data: 0.001) G_GAN: 2.351 G_L1: 33.777 D_real: 0.007 D_fake: 0.399 
(epoch: 3, iters: 1600, time: 0.042, data: 0.001) G_GAN: 2.612 G_L1: 61.531 D_real: 0.002 D_fake: 0.929 
(epoch: 3, iters: 1700, time: 0.041, data: 0.001) G_GAN: 4.081 G_L1: 52.913 D_real: 0.000 D_fake: 0.022 
(epoch: 3, iters: 1800, time: 0.045, data: 0.001) G_GAN: 2.921 G_L1: 48.353 D_real: 0.003 D_fake: 0.123 
(epoch: 3, iters: 1900, time: 0.041, data: 0.001) G_GAN: 1.687 G_L1: 34.855 D_real: 0.205 D_fake: 0.228 
(epoch: 3, iters: 2000, time: 0.038, data: 0.001) G_GAN: 3.656 G_L1: 52.018 D_real: 0.010 D_fake: 0.034 
(epoch: 3, iters: 2100, time: 0.041, data: 0.001) G_GAN: 3.766 G_L1: 42.154 D_real: 0.004 D_fake: 0.038 
(epoch: 3, iters: 2200, time: 0.041, data: 0.001) G_GAN: 3.506 G_L1: 31.620 D_real: 0.024 D_fake: 0.283 
(epoch: 3, iters: 2300, time: 0.042, data: 0.002) G_GAN: 4.096 G_L1: 55.332 D_real: 0.000 D_fake: 0.023 
(epoch: 3, iters: 2400, time: 0.039, data: 0.001) G_GAN: 3.894 G_L1: 43.374 D_real: 0.052 D_fake: 0.023 
End of epoch 3 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 4, iters: 100, time: 0.040, data: 0.135) G_GAN: 2.757 G_L1: 56.903 D_real: 0.001 D_fake: 0.972 
(epoch: 4, iters: 200, time: 0.041, data: 0.002) G_GAN: 3.619 G_L1: 74.004 D_real: 0.000 D_fake: 0.045 
(epoch: 4, iters: 300, time: 0.044, data: 0.001) G_GAN: 3.185 G_L1: 32.670 D_real: 0.032 D_fake: 0.052 
(epoch: 4, iters: 400, time: 0.084, data: 0.001) G_GAN: 2.431 G_L1: 60.587 D_real: 0.000 D_fake: 0.246 
(epoch: 4, iters: 500, time: 0.045, data: 0.001) G_GAN: 3.597 G_L1: 53.300 D_real: 0.000 D_fake: 0.040 
(epoch: 4, iters: 600, time: 0.043, data: 0.001) G_GAN: 3.568 G_L1: 45.596 D_real: 0.168 D_fake: 0.019 
(epoch: 4, iters: 700, time: 0.046, data: 0.001) G_GAN: 2.585 G_L1: 35.784 D_real: 0.000 D_fake: 0.327 
(epoch: 4, iters: 800, time: 0.084, data: 0.002) G_GAN: 1.605 G_L1: 47.325 D_real: 0.856 D_fake: 0.109 
(epoch: 4, iters: 900, time: 0.044, data: 0.001) G_GAN: 2.501 G_L1: 41.782 D_real: 0.556 D_fake: 1.150 
(epoch: 4, iters: 1000, time: 0.035, data: 0.001) G_GAN: 3.670 G_L1: 55.689 D_real: 0.000 D_fake: 0.053 
(epoch: 4, iters: 1100, time: 0.044, data: 0.001) G_GAN: 4.975 G_L1: 51.544 D_real: 0.041 D_fake: 0.012 
(epoch: 4, iters: 1200, time: 0.041, data: 0.001) G_GAN: 2.613 G_L1: 62.135 D_real: 0.001 D_fake: 0.143 
(epoch: 4, iters: 1300, time: 0.045, data: 0.001) G_GAN: 1.849 G_L1: 34.075 D_real: 0.015 D_fake: 0.224 
(epoch: 4, iters: 1400, time: 0.041, data: 0.001) G_GAN: 2.668 G_L1: 46.660 D_real: 0.004 D_fake: 0.164 
(epoch: 4, iters: 1500, time: 0.040, data: 0.001) G_GAN: 3.981 G_L1: 42.475 D_real: 0.079 D_fake: 0.023 
(epoch: 4, iters: 1600, time: 0.039, data: 0.001) G_GAN: 2.378 G_L1: 44.154 D_real: 0.030 D_fake: 0.172 
(epoch: 4, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.009 G_L1: 58.891 D_real: 3.255 D_fake: 0.030 
(epoch: 4, iters: 1800, time: 0.043, data: 0.001) G_GAN: 1.102 G_L1: 31.156 D_real: 1.299 D_fake: 0.080 
(epoch: 4, iters: 1900, time: 0.042, data: 0.001) G_GAN: 1.105 G_L1: 34.336 D_real: 0.931 D_fake: 0.322 
(epoch: 4, iters: 2000, time: 0.041, data: 0.001) G_GAN: 2.024 G_L1: 50.690 D_real: 0.003 D_fake: 0.645 
(epoch: 4, iters: 2100, time: 0.041, data: 0.001) G_GAN: 2.813 G_L1: 33.623 D_real: 0.067 D_fake: 0.432 
(epoch: 4, iters: 2200, time: 0.040, data: 0.001) G_GAN: 4.231 G_L1: 59.230 D_real: 0.002 D_fake: 0.277 
(epoch: 4, iters: 2300, time: 0.041, data: 0.001) G_GAN: 3.916 G_L1: 64.993 D_real: 0.000 D_fake: 0.043 
(epoch: 4, iters: 2400, time: 0.041, data: 0.001) G_GAN: 1.470 G_L1: 42.696 D_real: 0.225 D_fake: 0.559 
End of epoch 4 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 5, iters: 100, time: 0.042, data: 0.137) G_GAN: 2.737 G_L1: 50.180 D_real: 0.000 D_fake: 0.127 
(epoch: 5, iters: 200, time: 0.042, data: 0.001) G_GAN: 3.347 G_L1: 50.240 D_real: 0.009 D_fake: 0.060 
(epoch: 5, iters: 300, time: 0.046, data: 0.001) G_GAN: 2.650 G_L1: 30.721 D_real: 3.125 D_fake: 0.004 
(epoch: 5, iters: 400, time: 0.086, data: 0.002) G_GAN: 2.390 G_L1: 38.386 D_real: 0.044 D_fake: 0.472 
saving the latest model (epoch 5, total_iters 10000)
(epoch: 5, iters: 500, time: 0.044, data: 0.001) G_GAN: 2.783 G_L1: 46.487 D_real: 0.002 D_fake: 0.193 
(epoch: 5, iters: 600, time: 0.045, data: 0.001) G_GAN: 3.144 G_L1: 66.620 D_real: 0.000 D_fake: 0.078 
(epoch: 5, iters: 700, time: 0.040, data: 0.001) G_GAN: 2.291 G_L1: 31.960 D_real: 0.000 D_fake: 1.221 
(epoch: 5, iters: 800, time: 0.041, data: 0.001) G_GAN: 1.943 G_L1: 52.344 D_real: 0.000 D_fake: 0.335 
(epoch: 5, iters: 900, time: 0.041, data: 0.001) G_GAN: 3.318 G_L1: 38.368 D_real: 0.013 D_fake: 0.061 
(epoch: 5, iters: 1000, time: 0.041, data: 0.001) G_GAN: 1.407 G_L1: 29.280 D_real: 0.886 D_fake: 0.134 
(epoch: 5, iters: 1100, time: 0.041, data: 0.001) G_GAN: 1.432 G_L1: 32.863 D_real: 1.315 D_fake: 0.059 
(epoch: 5, iters: 1200, time: 0.041, data: 0.001) G_GAN: 2.173 G_L1: 32.470 D_real: 0.008 D_fake: 0.248 
(epoch: 5, iters: 1300, time: 0.042, data: 0.001) G_GAN: 2.319 G_L1: 43.387 D_real: 0.006 D_fake: 0.092 
(epoch: 5, iters: 1400, time: 0.039, data: 0.001) G_GAN: 2.420 G_L1: 42.872 D_real: 0.014 D_fake: 0.059 
(epoch: 5, iters: 1500, time: 0.041, data: 0.001) G_GAN: 2.467 G_L1: 64.348 D_real: 0.000 D_fake: 0.220 
(epoch: 5, iters: 1600, time: 0.040, data: 0.001) G_GAN: 3.085 G_L1: 54.983 D_real: 0.008 D_fake: 0.166 
(epoch: 5, iters: 1700, time: 0.044, data: 0.001) G_GAN: 2.466 G_L1: 35.867 D_real: 0.114 D_fake: 0.086 
(epoch: 5, iters: 1800, time: 0.042, data: 0.001) G_GAN: 0.756 G_L1: 41.261 D_real: 1.224 D_fake: 0.203 
(epoch: 5, iters: 1900, time: 0.040, data: 0.001) G_GAN: 0.534 G_L1: 44.709 D_real: 1.335 D_fake: 0.221 
(epoch: 5, iters: 2000, time: 0.041, data: 0.001) G_GAN: 2.930 G_L1: 27.946 D_real: 0.002 D_fake: 0.356 
(epoch: 5, iters: 2100, time: 0.042, data: 0.001) G_GAN: 3.246 G_L1: 42.420 D_real: 0.036 D_fake: 0.052 
(epoch: 5, iters: 2200, time: 0.039, data: 0.002) G_GAN: 1.640 G_L1: 35.715 D_real: 0.958 D_fake: 0.150 
(epoch: 5, iters: 2300, time: 0.041, data: 0.001) G_GAN: 3.906 G_L1: 46.983 D_real: 0.000 D_fake: 0.036 
(epoch: 5, iters: 2400, time: 0.088, data: 0.001) G_GAN: 2.546 G_L1: 48.440 D_real: 0.000 D_fake: 0.098 
saving the model at the end of epoch 5, iters 12000
End of epoch 5 / 200 	 Time Taken: 77 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 6, iters: 100, time: 0.041, data: 0.134) G_GAN: 3.263 G_L1: 60.198 D_real: 0.001 D_fake: 0.092 
(epoch: 6, iters: 200, time: 0.039, data: 0.001) G_GAN: 2.361 G_L1: 26.578 D_real: 0.116 D_fake: 0.183 
(epoch: 6, iters: 300, time: 0.042, data: 0.001) G_GAN: 1.360 G_L1: 58.489 D_real: 0.000 D_fake: 0.128 
(epoch: 6, iters: 400, time: 0.090, data: 0.001) G_GAN: 2.841 G_L1: 68.132 D_real: 0.000 D_fake: 0.168 
(epoch: 6, iters: 500, time: 0.042, data: 0.001) G_GAN: 2.746 G_L1: 65.981 D_real: 0.247 D_fake: 0.130 
(epoch: 6, iters: 600, time: 0.039, data: 0.001) G_GAN: 2.611 G_L1: 26.737 D_real: 0.238 D_fake: 0.061 
(epoch: 6, iters: 700, time: 0.044, data: 0.001) G_GAN: 3.500 G_L1: 38.238 D_real: 0.004 D_fake: 0.068 
(epoch: 6, iters: 800, time: 0.047, data: 0.001) G_GAN: 2.152 G_L1: 54.272 D_real: 0.526 D_fake: 0.113 
(epoch: 6, iters: 900, time: 0.042, data: 0.001) G_GAN: 1.644 G_L1: 32.892 D_real: 0.059 D_fake: 0.859 
(epoch: 6, iters: 1000, time: 0.040, data: 0.001) G_GAN: 2.374 G_L1: 47.146 D_real: 0.040 D_fake: 0.439 
(epoch: 6, iters: 1100, time: 0.046, data: 0.001) G_GAN: 2.497 G_L1: 59.880 D_real: 0.443 D_fake: 0.060 
(epoch: 6, iters: 1200, time: 0.042, data: 0.001) G_GAN: 4.540 G_L1: 66.850 D_real: 0.000 D_fake: 0.019 
(epoch: 6, iters: 1300, time: 0.042, data: 0.001) G_GAN: 2.311 G_L1: 40.233 D_real: 0.758 D_fake: 0.045 
(epoch: 6, iters: 1400, time: 0.040, data: 0.001) G_GAN: 2.692 G_L1: 50.131 D_real: 0.014 D_fake: 0.130 
(epoch: 6, iters: 1500, time: 0.042, data: 0.001) G_GAN: 2.498 G_L1: 44.146 D_real: 0.013 D_fake: 0.301 
(epoch: 6, iters: 1600, time: 0.042, data: 0.001) G_GAN: 2.885 G_L1: 54.323 D_real: 0.000 D_fake: 0.076 
(epoch: 6, iters: 1700, time: 0.043, data: 0.002) G_GAN: 2.370 G_L1: 57.948 D_real: 1.582 D_fake: 0.060 
(epoch: 6, iters: 1800, time: 0.042, data: 0.001) G_GAN: 5.322 G_L1: 34.947 D_real: 0.167 D_fake: 0.005 
(epoch: 6, iters: 1900, time: 0.042, data: 0.001) G_GAN: 4.529 G_L1: 50.689 D_real: 0.022 D_fake: 0.015 
(epoch: 6, iters: 2000, time: 0.091, data: 0.001) G_GAN: 2.717 G_L1: 27.866 D_real: 0.035 D_fake: 0.136 
(epoch: 6, iters: 2100, time: 0.042, data: 0.001) G_GAN: 2.044 G_L1: 38.544 D_real: 0.000 D_fake: 0.540 
(epoch: 6, iters: 2200, time: 0.041, data: 0.001) G_GAN: 1.701 G_L1: 31.524 D_real: 0.451 D_fake: 0.115 
(epoch: 6, iters: 2300, time: 0.042, data: 0.001) G_GAN: 2.271 G_L1: 79.985 D_real: 0.000 D_fake: 0.277 
(epoch: 6, iters: 2400, time: 0.042, data: 0.001) G_GAN: 2.983 G_L1: 45.076 D_real: 0.006 D_fake: 0.093 
End of epoch 6 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 7, iters: 100, time: 0.043, data: 0.145) G_GAN: 3.319 G_L1: 61.746 D_real: 0.000 D_fake: 0.120 
(epoch: 7, iters: 200, time: 0.043, data: 0.001) G_GAN: 1.573 G_L1: 47.410 D_real: 1.132 D_fake: 0.217 
(epoch: 7, iters: 300, time: 0.044, data: 0.002) G_GAN: 1.701 G_L1: 52.660 D_real: 0.684 D_fake: 0.162 
(epoch: 7, iters: 400, time: 0.087, data: 0.001) G_GAN: 2.811 G_L1: 65.138 D_real: 0.000 D_fake: 0.185 
(epoch: 7, iters: 500, time: 0.042, data: 0.001) G_GAN: 2.870 G_L1: 59.244 D_real: 0.051 D_fake: 0.134 
(epoch: 7, iters: 600, time: 0.042, data: 0.001) G_GAN: 3.480 G_L1: 68.782 D_real: 0.000 D_fake: 0.037 
saving the latest model (epoch 7, total_iters 15000)
(epoch: 7, iters: 700, time: 0.040, data: 0.001) G_GAN: 2.510 G_L1: 34.917 D_real: 0.001 D_fake: 0.343 
(epoch: 7, iters: 800, time: 0.040, data: 0.001) G_GAN: 3.890 G_L1: 61.652 D_real: 0.001 D_fake: 0.075 
(epoch: 7, iters: 900, time: 0.041, data: 0.001) G_GAN: 1.946 G_L1: 41.278 D_real: 0.311 D_fake: 0.113 
(epoch: 7, iters: 1000, time: 0.043, data: 0.001) G_GAN: 2.458 G_L1: 30.717 D_real: 1.458 D_fake: 0.016 
(epoch: 7, iters: 1100, time: 0.044, data: 0.002) G_GAN: 4.886 G_L1: 60.157 D_real: 0.000 D_fake: 2.049 
(epoch: 7, iters: 1200, time: 0.041, data: 0.001) G_GAN: 2.111 G_L1: 39.563 D_real: 0.097 D_fake: 0.283 
(epoch: 7, iters: 1300, time: 0.042, data: 0.001) G_GAN: 2.191 G_L1: 54.552 D_real: 0.000 D_fake: 0.740 
(epoch: 7, iters: 1400, time: 0.039, data: 0.001) G_GAN: 3.439 G_L1: 46.407 D_real: 0.003 D_fake: 0.068 
(epoch: 7, iters: 1500, time: 0.041, data: 0.001) G_GAN: 1.360 G_L1: 35.942 D_real: 1.315 D_fake: 0.095 
(epoch: 7, iters: 1600, time: 0.091, data: 0.001) G_GAN: 1.951 G_L1: 31.685 D_real: 0.586 D_fake: 0.111 
(epoch: 7, iters: 1700, time: 0.040, data: 0.001) G_GAN: 3.642 G_L1: 39.670 D_real: 0.303 D_fake: 0.025 
(epoch: 7, iters: 1800, time: 0.046, data: 0.001) G_GAN: 2.151 G_L1: 45.281 D_real: 0.003 D_fake: 0.290 
(epoch: 7, iters: 1900, time: 0.040, data: 0.002) G_GAN: 2.783 G_L1: 50.259 D_real: 0.002 D_fake: 0.229 
(epoch: 7, iters: 2000, time: 0.042, data: 0.001) G_GAN: 2.368 G_L1: 38.915 D_real: 0.057 D_fake: 0.191 
(epoch: 7, iters: 2100, time: 0.041, data: 0.001) G_GAN: 3.084 G_L1: 46.915 D_real: 0.424 D_fake: 0.037 
(epoch: 7, iters: 2200, time: 0.042, data: 0.001) G_GAN: 2.659 G_L1: 24.526 D_real: 0.009 D_fake: 1.349 
(epoch: 7, iters: 2300, time: 0.037, data: 0.001) G_GAN: 3.268 G_L1: 58.130 D_real: 0.000 D_fake: 0.060 
(epoch: 7, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.736 G_L1: 42.346 D_real: 0.001 D_fake: 0.193 
End of epoch 7 / 200 	 Time Taken: 76 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 8, iters: 100, time: 0.043, data: 0.141) G_GAN: 3.570 G_L1: 43.789 D_real: 0.001 D_fake: 0.047 
(epoch: 8, iters: 200, time: 0.042, data: 0.001) G_GAN: 1.259 G_L1: 34.007 D_real: 1.113 D_fake: 0.248 
(epoch: 8, iters: 300, time: 0.043, data: 0.001) G_GAN: 2.608 G_L1: 30.379 D_real: 0.004 D_fake: 0.082 
(epoch: 8, iters: 400, time: 0.090, data: 0.002) G_GAN: 2.009 G_L1: 87.390 D_real: 0.000 D_fake: 0.629 
(epoch: 8, iters: 500, time: 0.039, data: 0.001) G_GAN: 3.028 G_L1: 49.031 D_real: 0.064 D_fake: 0.054 
(epoch: 8, iters: 600, time: 0.042, data: 0.001) G_GAN: 5.520 G_L1: 47.432 D_real: 0.028 D_fake: 0.012 
(epoch: 8, iters: 700, time: 0.042, data: 0.001) G_GAN: 1.785 G_L1: 43.044 D_real: 0.189 D_fake: 0.178 
