/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 1, iters: 800, time: 0.043, data: 0.001) G_GAN: 1.776 G_L1: 51.023 D_real: 0.008 D_fake: 1.372 
(epoch: 1, iters: 900, time: 0.046, data: 0.001) G_GAN: 1.952 G_L1: 43.910 D_real: 0.009 D_fake: 0.318 
(epoch: 1, iters: 1000, time: 0.045, data: 0.002) G_GAN: 1.617 G_L1: 53.067 D_real: 0.007 D_fake: 0.446 
(epoch: 1, iters: 1100, time: 0.045, data: 0.001) G_GAN: 0.727 G_L1: 55.228 D_real: 0.713 D_fake: 0.134 
(epoch: 1, iters: 1200, time: 0.047, data: 0.001) G_GAN: 1.824 G_L1: 34.589 D_real: 1.316 D_fake: 0.044 
(epoch: 1, iters: 1300, time: 0.041, data: 0.001) G_GAN: 3.552 G_L1: 46.348 D_real: 0.071 D_fake: 0.041 
(epoch: 1, iters: 1400, time: 0.037, data: 0.001) G_GAN: 0.334 G_L1: 40.895 D_real: 3.740 D_fake: 0.152 
(epoch: 1, iters: 1500, time: 0.043, data: 0.001) G_GAN: 3.084 G_L1: 41.981 D_real: 0.097 D_fake: 0.051 
(epoch: 1, iters: 1600, time: 0.043, data: 0.001) G_GAN: 1.252 G_L1: 47.808 D_real: 0.008 D_fake: 0.453 
(epoch: 1, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.909 G_L1: 41.572 D_real: 0.019 D_fake: 0.434 
(epoch: 1, iters: 1800, time: 0.043, data: 0.001) G_GAN: 1.982 G_L1: 41.738 D_real: 0.462 D_fake: 0.076 
(epoch: 1, iters: 1900, time: 0.043, data: 0.001) G_GAN: 1.138 G_L1: 45.762 D_real: 0.639 D_fake: 0.139 
(epoch: 1, iters: 2000, time: 0.085, data: 0.001) G_GAN: 1.868 G_L1: 68.748 D_real: 0.018 D_fake: 1.080 
(epoch: 1, iters: 2100, time: 0.041, data: 0.002) G_GAN: 2.091 G_L1: 50.351 D_real: 0.125 D_fake: 0.171 
(epoch: 1, iters: 2200, time: 0.041, data: 0.001) G_GAN: 0.870 G_L1: 49.377 D_real: 2.618 D_fake: 0.360 
(epoch: 1, iters: 2300, time: 0.045, data: 0.001) G_GAN: 1.371 G_L1: 46.060 D_real: 0.289 D_fake: 0.159 
(epoch: 1, iters: 2400, time: 0.037, data: 0.001) G_GAN: 1.702 G_L1: 42.929 D_real: 0.088 D_fake: 0.471 
End of epoch 1 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 2, iters: 100, time: 0.042, data: 0.141) G_GAN: 1.600 G_L1: 52.973 D_real: 0.003 D_fake: 0.870 
(epoch: 2, iters: 200, time: 0.047, data: 0.001) G_GAN: 2.481 G_L1: 49.697 D_real: 0.021 D_fake: 0.214 
(epoch: 2, iters: 300, time: 0.041, data: 0.001) G_GAN: 3.686 G_L1: 44.063 D_real: 0.120 D_fake: 0.042 
(epoch: 2, iters: 400, time: 0.075, data: 0.002) G_GAN: 2.821 G_L1: 42.723 D_real: 0.865 D_fake: 0.058 
(epoch: 2, iters: 500, time: 0.045, data: 0.003) G_GAN: 2.098 G_L1: 54.035 D_real: 0.055 D_fake: 0.106 
(epoch: 2, iters: 600, time: 0.045, data: 0.002) G_GAN: 1.891 G_L1: 57.987 D_real: 0.094 D_fake: 0.220 
(epoch: 2, iters: 700, time: 0.043, data: 0.001) G_GAN: 2.290 G_L1: 50.702 D_real: 0.013 D_fake: 0.280 
(epoch: 2, iters: 800, time: 0.041, data: 0.002) G_GAN: 2.189 G_L1: 55.485 D_real: 0.014 D_fake: 0.143 
(epoch: 2, iters: 900, time: 0.048, data: 0.001) G_GAN: 2.123 G_L1: 36.872 D_real: 0.063 D_fake: 0.662 
(epoch: 2, iters: 1000, time: 0.041, data: 0.002) G_GAN: 2.325 G_L1: 33.416 D_real: 0.162 D_fake: 0.140 
(epoch: 2, iters: 1100, time: 0.045, data: 0.001) G_GAN: 2.993 G_L1: 55.878 D_real: 0.012 D_fake: 0.138 
(epoch: 2, iters: 1200, time: 0.041, data: 0.002) G_GAN: 1.074 G_L1: 52.827 D_real: 0.026 D_fake: 0.835 
(epoch: 2, iters: 1300, time: 0.044, data: 0.001) G_GAN: 1.899 G_L1: 42.891 D_real: 0.112 D_fake: 0.288 
(epoch: 2, iters: 1400, time: 0.043, data: 0.002) G_GAN: 1.722 G_L1: 36.925 D_real: 2.037 D_fake: 0.062 
(epoch: 2, iters: 1500, time: 0.043, data: 0.001) G_GAN: 0.851 G_L1: 44.870 D_real: 1.639 D_fake: 0.330 
(epoch: 2, iters: 1600, time: 0.078, data: 0.001) G_GAN: 1.710 G_L1: 29.100 D_real: 0.919 D_fake: 0.166 
(epoch: 2, iters: 1700, time: 0.042, data: 0.001) G_GAN: 2.081 G_L1: 38.065 D_real: 1.573 D_fake: 0.053 
(epoch: 2, iters: 1800, time: 0.046, data: 0.001) G_GAN: 1.407 G_L1: 48.381 D_real: 0.000 D_fake: 0.529 
(epoch: 2, iters: 1900, time: 0.040, data: 0.001) G_GAN: 2.242 G_L1: 55.771 D_real: 0.020 D_fake: 0.193 
(epoch: 2, iters: 2000, time: 0.042, data: 0.002) G_GAN: 0.929 G_L1: 33.854 D_real: 1.741 D_fake: 0.432 
(epoch: 2, iters: 2100, time: 0.046, data: 0.001) G_GAN: 2.041 G_L1: 54.120 D_real: 0.029 D_fake: 0.208 
(epoch: 2, iters: 2200, time: 0.044, data: 0.002) G_GAN: 2.269 G_L1: 47.037 D_real: 0.096 D_fake: 0.173 
(epoch: 2, iters: 2300, time: 0.043, data: 0.001) G_GAN: 2.660 G_L1: 44.229 D_real: 1.017 D_fake: 0.037 
(epoch: 2, iters: 2400, time: 0.038, data: 0.001) G_GAN: 1.474 G_L1: 58.539 D_real: 0.003 D_fake: 0.875 
End of epoch 2 / 200 	 Time Taken: 81 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 3, iters: 100, time: 0.042, data: 0.140) G_GAN: 0.836 G_L1: 32.456 D_real: 0.906 D_fake: 0.887 
(epoch: 3, iters: 200, time: 0.040, data: 0.001) G_GAN: 1.534 G_L1: 36.738 D_real: 0.010 D_fake: 0.338 
saving the latest model (epoch 3, total_iters 5000)
(epoch: 3, iters: 300, time: 0.046, data: 0.001) G_GAN: 2.151 G_L1: 46.147 D_real: 0.265 D_fake: 0.184 
(epoch: 3, iters: 400, time: 0.075, data: 0.001) G_GAN: 1.351 G_L1: 60.012 D_real: 0.000 D_fake: 1.062 
(epoch: 3, iters: 500, time: 0.047, data: 0.002) G_GAN: 2.388 G_L1: 34.490 D_real: 1.462 D_fake: 0.046 
(epoch: 3, iters: 600, time: 0.044, data: 0.001) G_GAN: 1.482 G_L1: 38.053 D_real: 0.003 D_fake: 0.918 
(epoch: 3, iters: 700, time: 0.040, data: 0.001) G_GAN: 2.723 G_L1: 55.947 D_real: 0.051 D_fake: 0.078 
(epoch: 3, iters: 800, time: 0.044, data: 0.001) G_GAN: 2.102 G_L1: 53.904 D_real: 0.126 D_fake: 0.123 
(epoch: 3, iters: 900, time: 0.042, data: 0.001) G_GAN: 1.444 G_L1: 58.359 D_real: 0.000 D_fake: 0.423 
(epoch: 3, iters: 1000, time: 0.045, data: 0.001) G_GAN: 3.343 G_L1: 43.119 D_real: 0.679 D_fake: 0.025 
(epoch: 3, iters: 1100, time: 0.040, data: 0.002) G_GAN: 1.262 G_L1: 45.032 D_real: 0.003 D_fake: 0.482 
(epoch: 3, iters: 1200, time: 0.088, data: 0.001) G_GAN: 1.962 G_L1: 63.519 D_real: 0.030 D_fake: 0.198 
(epoch: 3, iters: 1300, time: 0.043, data: 0.001) G_GAN: 0.849 G_L1: 37.346 D_real: 1.095 D_fake: 0.357 
(epoch: 3, iters: 1400, time: 0.044, data: 0.002) G_GAN: 1.130 G_L1: 28.239 D_real: 0.248 D_fake: 0.352 
(epoch: 3, iters: 1500, time: 0.043, data: 0.001) G_GAN: 3.016 G_L1: 39.413 D_real: 0.345 D_fake: 0.040 
(epoch: 3, iters: 1600, time: 0.046, data: 0.002) G_GAN: 1.580 G_L1: 53.309 D_real: 0.013 D_fake: 0.426 
(epoch: 3, iters: 1700, time: 0.042, data: 0.002) G_GAN: 2.306 G_L1: 31.024 D_real: 0.462 D_fake: 0.100 
(epoch: 3, iters: 1800, time: 0.045, data: 0.001) G_GAN: 1.771 G_L1: 33.841 D_real: 0.703 D_fake: 0.136 
(epoch: 3, iters: 1900, time: 0.044, data: 0.002) G_GAN: 1.847 G_L1: 40.983 D_real: 0.036 D_fake: 0.229 
(epoch: 3, iters: 2000, time: 0.043, data: 0.002) G_GAN: 2.308 G_L1: 35.823 D_real: 0.224 D_fake: 0.119 
(epoch: 3, iters: 2100, time: 0.043, data: 0.001) G_GAN: 1.438 G_L1: 31.804 D_real: 0.154 D_fake: 0.456 
(epoch: 3, iters: 2200, time: 0.045, data: 0.001) G_GAN: 1.292 G_L1: 37.764 D_real: 0.205 D_fake: 0.383 
(epoch: 3, iters: 2300, time: 0.047, data: 0.001) G_GAN: 3.887 G_L1: 43.026 D_real: 0.171 D_fake: 0.028 
(epoch: 3, iters: 2400, time: 0.040, data: 0.002) G_GAN: 1.630 G_L1: 51.780 D_real: 0.605 D_fake: 0.106 
End of epoch 3 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 4, iters: 100, time: 0.042, data: 0.154) G_GAN: 1.336 G_L1: 29.202 D_real: 0.008 D_fake: 1.377 
(epoch: 4, iters: 200, time: 0.043, data: 0.001) G_GAN: 1.399 G_L1: 36.339 D_real: 0.116 D_fake: 0.394 
(epoch: 4, iters: 300, time: 0.042, data: 0.001) G_GAN: 1.927 G_L1: 45.515 D_real: 0.074 D_fake: 0.789 
(epoch: 4, iters: 400, time: 0.083, data: 0.001) G_GAN: 2.162 G_L1: 40.216 D_real: 0.058 D_fake: 0.175 
(epoch: 4, iters: 500, time: 0.046, data: 0.001) G_GAN: 2.449 G_L1: 51.591 D_real: 0.212 D_fake: 0.086 
(epoch: 4, iters: 600, time: 0.036, data: 0.002) G_GAN: 2.128 G_L1: 39.230 D_real: 0.317 D_fake: 0.117 
(epoch: 4, iters: 700, time: 0.044, data: 0.001) G_GAN: 2.301 G_L1: 33.271 D_real: 0.041 D_fake: 0.175 
(epoch: 4, iters: 800, time: 0.079, data: 0.001) G_GAN: 1.728 G_L1: 35.933 D_real: 0.603 D_fake: 0.182 
(epoch: 4, iters: 900, time: 0.045, data: 0.001) G_GAN: 1.931 G_L1: 38.736 D_real: 0.162 D_fake: 0.293 
(epoch: 4, iters: 1000, time: 0.043, data: 0.001) G_GAN: 2.415 G_L1: 48.105 D_real: 0.015 D_fake: 0.073 
(epoch: 4, iters: 1100, time: 0.042, data: 0.001) G_GAN: 2.266 G_L1: 55.664 D_real: 0.003 D_fake: 0.180 
(epoch: 4, iters: 1200, time: 0.040, data: 0.001) G_GAN: 2.949 G_L1: 69.792 D_real: 0.000 D_fake: 0.060 
(epoch: 4, iters: 1300, time: 0.043, data: 0.001) G_GAN: 2.393 G_L1: 43.300 D_real: 0.380 D_fake: 0.073 
(epoch: 4, iters: 1400, time: 0.043, data: 0.001) G_GAN: 2.231 G_L1: 45.768 D_real: 0.129 D_fake: 0.192 
(epoch: 4, iters: 1500, time: 0.045, data: 0.001) G_GAN: 1.737 G_L1: 34.967 D_real: 0.187 D_fake: 0.151 
(epoch: 4, iters: 1600, time: 0.043, data: 0.001) G_GAN: 1.553 G_L1: 32.473 D_real: 0.716 D_fake: 0.321 
(epoch: 4, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.183 G_L1: 38.474 D_real: 2.192 D_fake: 0.168 
(epoch: 4, iters: 1800, time: 0.043, data: 0.001) G_GAN: 0.772 G_L1: 37.155 D_real: 0.117 D_fake: 0.960 
(epoch: 4, iters: 1900, time: 0.046, data: 0.001) G_GAN: 1.970 G_L1: 41.844 D_real: 0.433 D_fake: 0.198 
(epoch: 4, iters: 2000, time: 0.044, data: 0.001) G_GAN: 2.236 G_L1: 34.864 D_real: 1.662 D_fake: 0.048 
(epoch: 4, iters: 2100, time: 0.046, data: 0.001) G_GAN: 1.712 G_L1: 32.892 D_real: 0.380 D_fake: 0.180 
(epoch: 4, iters: 2200, time: 0.044, data: 0.002) G_GAN: 1.749 G_L1: 51.438 D_real: 0.086 D_fake: 0.260 
(epoch: 4, iters: 2300, time: 0.040, data: 0.001) G_GAN: 3.132 G_L1: 46.917 D_real: 0.003 D_fake: 0.083 
(epoch: 4, iters: 2400, time: 0.040, data: 0.001) G_GAN: 2.758 G_L1: 50.064 D_real: 0.005 D_fake: 0.057 
End of epoch 4 / 200 	 Time Taken: 81 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 5, iters: 100, time: 0.041, data: 0.160) G_GAN: 1.276 G_L1: 33.074 D_real: 0.252 D_fake: 0.430 
(epoch: 5, iters: 200, time: 0.044, data: 0.001) G_GAN: 1.722 G_L1: 38.754 D_real: 0.553 D_fake: 0.163 
(epoch: 5, iters: 300, time: 0.044, data: 0.001) G_GAN: 1.294 G_L1: 42.475 D_real: 0.003 D_fake: 0.727 
(epoch: 5, iters: 400, time: 0.087, data: 0.001) G_GAN: 1.592 G_L1: 38.526 D_real: 0.263 D_fake: 0.196 
saving the latest model (epoch 5, total_iters 10000)
(epoch: 5, iters: 500, time: 0.045, data: 0.001) G_GAN: 1.918 G_L1: 39.797 D_real: 0.036 D_fake: 0.181 
(epoch: 5, iters: 600, time: 0.043, data: 0.001) G_GAN: 2.156 G_L1: 37.860 D_real: 0.343 D_fake: 0.137 
(epoch: 5, iters: 700, time: 0.043, data: 0.001) G_GAN: 0.963 G_L1: 27.261 D_real: 0.986 D_fake: 0.636 
(epoch: 5, iters: 800, time: 0.038, data: 0.002) G_GAN: 1.792 G_L1: 33.607 D_real: 0.434 D_fake: 0.213 
(epoch: 5, iters: 900, time: 0.046, data: 0.001) G_GAN: 1.383 G_L1: 30.219 D_real: 0.171 D_fake: 0.222 
(epoch: 5, iters: 1000, time: 0.040, data: 0.001) G_GAN: 2.317 G_L1: 69.680 D_real: 0.019 D_fake: 0.162 
(epoch: 5, iters: 1100, time: 0.048, data: 0.001) G_GAN: 2.657 G_L1: 42.232 D_real: 0.054 D_fake: 0.112 
(epoch: 5, iters: 1200, time: 0.044, data: 0.001) G_GAN: 3.096 G_L1: 35.227 D_real: 1.016 D_fake: 0.058 
(epoch: 5, iters: 1300, time: 0.044, data: 0.001) G_GAN: 1.972 G_L1: 49.680 D_real: 0.555 D_fake: 0.130 
(epoch: 5, iters: 1400, time: 0.041, data: 0.001) G_GAN: 3.172 G_L1: 45.998 D_real: 0.162 D_fake: 0.044 
(epoch: 5, iters: 1500, time: 0.043, data: 0.001) G_GAN: 1.672 G_L1: 42.611 D_real: 0.032 D_fake: 1.065 
(epoch: 5, iters: 1600, time: 0.044, data: 0.001) G_GAN: 2.198 G_L1: 39.212 D_real: 1.639 D_fake: 0.061 
(epoch: 5, iters: 1700, time: 0.040, data: 0.001) G_GAN: 1.155 G_L1: 35.839 D_real: 0.333 D_fake: 0.441 
(epoch: 5, iters: 1800, time: 0.042, data: 0.001) G_GAN: 1.985 G_L1: 45.230 D_real: 0.103 D_fake: 0.178 
(epoch: 5, iters: 1900, time: 0.043, data: 0.001) G_GAN: 1.636 G_L1: 54.281 D_real: 0.165 D_fake: 0.655 
(epoch: 5, iters: 2000, time: 0.042, data: 0.002) G_GAN: 1.642 G_L1: 44.780 D_real: 0.082 D_fake: 0.440 
(epoch: 5, iters: 2100, time: 0.045, data: 0.001) G_GAN: 1.414 G_L1: 27.379 D_real: 0.300 D_fake: 0.276 
(epoch: 5, iters: 2200, time: 0.042, data: 0.001) G_GAN: 2.322 G_L1: 38.006 D_real: 0.181 D_fake: 0.096 
(epoch: 5, iters: 2300, time: 0.043, data: 0.001) G_GAN: 1.630 G_L1: 28.265 D_real: 2.814 D_fake: 0.049 
(epoch: 5, iters: 2400, time: 0.078, data: 0.002) G_GAN: 2.194 G_L1: 64.520 D_real: 0.268 D_fake: 0.110 
saving the model at the end of epoch 5, iters 12000
End of epoch 5 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 6, iters: 100, time: 0.044, data: 0.148) G_GAN: 0.871 G_L1: 24.669 D_real: 0.908 D_fake: 0.585 
(epoch: 6, iters: 200, time: 0.044, data: 0.002) G_GAN: 1.924 G_L1: 41.354 D_real: 0.147 D_fake: 0.264 
(epoch: 6, iters: 300, time: 0.043, data: 0.001) G_GAN: 2.332 G_L1: 34.467 D_real: 0.441 D_fake: 0.060 
(epoch: 6, iters: 400, time: 0.090, data: 0.001) G_GAN: 1.290 G_L1: 27.824 D_real: 1.016 D_fake: 0.163 
(epoch: 6, iters: 500, time: 0.042, data: 0.001) G_GAN: 2.464 G_L1: 36.387 D_real: 0.401 D_fake: 0.085 
(epoch: 6, iters: 600, time: 0.044, data: 0.001) G_GAN: 2.148 G_L1: 47.742 D_real: 0.001 D_fake: 0.171 
(epoch: 6, iters: 700, time: 0.043, data: 0.002) G_GAN: 0.859 G_L1: 34.523 D_real: 1.684 D_fake: 0.167 
(epoch: 6, iters: 800, time: 0.045, data: 0.002) G_GAN: 1.565 G_L1: 72.118 D_real: 0.005 D_fake: 0.281 
(epoch: 6, iters: 900, time: 0.041, data: 0.001) G_GAN: 1.855 G_L1: 38.348 D_real: 0.123 D_fake: 0.202 
(epoch: 6, iters: 1000, time: 0.042, data: 0.001) G_GAN: 1.708 G_L1: 41.185 D_real: 0.148 D_fake: 0.170 
(epoch: 6, iters: 1100, time: 0.043, data: 0.001) G_GAN: 1.588 G_L1: 37.933 D_real: 0.134 D_fake: 0.560 
(epoch: 6, iters: 1200, time: 0.045, data: 0.001) G_GAN: 2.320 G_L1: 46.803 D_real: 0.199 D_fake: 0.131 
(epoch: 6, iters: 1300, time: 0.045, data: 0.002) G_GAN: 2.544 G_L1: 30.660 D_real: 0.892 D_fake: 0.082 
(epoch: 6, iters: 1400, time: 0.041, data: 0.001) G_GAN: 2.400 G_L1: 48.507 D_real: 0.011 D_fake: 0.239 
(epoch: 6, iters: 1500, time: 0.042, data: 0.001) G_GAN: 1.991 G_L1: 46.955 D_real: 0.523 D_fake: 0.078 
(epoch: 6, iters: 1600, time: 0.040, data: 0.001) G_GAN: 1.377 G_L1: 39.336 D_real: 0.212 D_fake: 0.773 
(epoch: 6, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.517 G_L1: 48.512 D_real: 0.023 D_fake: 0.381 
(epoch: 6, iters: 1800, time: 0.042, data: 0.001) G_GAN: 1.115 G_L1: 35.699 D_real: 0.308 D_fake: 0.329 
(epoch: 6, iters: 1900, time: 0.046, data: 0.001) G_GAN: 1.553 G_L1: 51.432 D_real: 0.004 D_fake: 0.541 
(epoch: 6, iters: 2000, time: 0.147, data: 0.001) G_GAN: 1.607 G_L1: 72.824 D_real: 0.007 D_fake: 0.722 
(epoch: 6, iters: 2100, time: 0.044, data: 0.001) G_GAN: 1.062 G_L1: 63.920 D_real: 1.265 D_fake: 0.130 
(epoch: 6, iters: 2200, time: 0.042, data: 0.001) G_GAN: 3.327 G_L1: 32.638 D_real: 0.436 D_fake: 0.034 
(epoch: 6, iters: 2300, time: 0.042, data: 0.002) G_GAN: 3.036 G_L1: 57.488 D_real: 0.000 D_fake: 0.121 
(epoch: 6, iters: 2400, time: 0.038, data: 0.001) G_GAN: 2.455 G_L1: 46.699 D_real: 0.209 D_fake: 0.166 
End of epoch 6 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 7, iters: 100, time: 0.043, data: 0.150) G_GAN: 2.184 G_L1: 38.180 D_real: 0.265 D_fake: 0.147 
(epoch: 7, iters: 200, time: 0.046, data: 0.001) G_GAN: 1.964 G_L1: 43.009 D_real: 0.087 D_fake: 0.272 
(epoch: 7, iters: 300, time: 0.044, data: 0.001) G_GAN: 3.035 G_L1: 43.575 D_real: 2.885 D_fake: 0.016 
(epoch: 7, iters: 400, time: 0.094, data: 0.001) G_GAN: 2.050 G_L1: 31.728 D_real: 0.329 D_fake: 0.131 
(epoch: 7, iters: 500, time: 0.043, data: 0.002) G_GAN: 2.338 G_L1: 42.245 D_real: 0.040 D_fake: 0.276 
(epoch: 7, iters: 600, time: 0.043, data: 0.001) G_GAN: 2.961 G_L1: 32.771 D_real: 0.221 D_fake: 0.050 
saving the latest model (epoch 7, total_iters 15000)
(epoch: 7, iters: 700, time: 0.044, data: 0.001) G_GAN: 3.622 G_L1: 41.612 D_real: 1.192 D_fake: 0.021 
(epoch: 7, iters: 800, time: 0.047, data: 0.002) G_GAN: 2.359 G_L1: 56.628 D_real: 0.125 D_fake: 0.101 
(epoch: 7, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.118 G_L1: 32.996 D_real: 1.624 D_fake: 0.085 
(epoch: 7, iters: 1000, time: 0.046, data: 0.001) G_GAN: 3.586 G_L1: 64.650 D_real: 0.018 D_fake: 0.038 
(epoch: 7, iters: 1100, time: 0.043, data: 0.001) G_GAN: 1.344 G_L1: 29.689 D_real: 0.901 D_fake: 0.197 
(epoch: 7, iters: 1200, time: 0.045, data: 0.002) G_GAN: 0.804 G_L1: 33.125 D_real: 1.337 D_fake: 0.365 
(epoch: 7, iters: 1300, time: 0.041, data: 0.001) G_GAN: 2.917 G_L1: 32.860 D_real: 0.620 D_fake: 0.052 
(epoch: 7, iters: 1400, time: 0.043, data: 0.001) G_GAN: 2.967 G_L1: 59.408 D_real: 0.169 D_fake: 0.062 
(epoch: 7, iters: 1500, time: 0.042, data: 0.001) G_GAN: 2.315 G_L1: 40.703 D_real: 0.199 D_fake: 0.106 
(epoch: 7, iters: 1600, time: 0.088, data: 0.001) G_GAN: 1.625 G_L1: 34.522 D_real: 0.480 D_fake: 0.318 
(epoch: 7, iters: 1700, time: 0.043, data: 0.001) G_GAN: 3.527 G_L1: 39.730 D_real: 0.166 D_fake: 0.032 
(epoch: 7, iters: 1800, time: 0.042, data: 0.002) G_GAN: 1.682 G_L1: 29.269 D_real: 0.861 D_fake: 0.082 
(epoch: 7, iters: 1900, time: 0.040, data: 0.001) G_GAN: 2.199 G_L1: 47.537 D_real: 0.047 D_fake: 0.221 
(epoch: 7, iters: 2000, time: 0.044, data: 0.002) G_GAN: 1.838 G_L1: 32.580 D_real: 0.153 D_fake: 0.216 
(epoch: 7, iters: 2100, time: 0.046, data: 0.001) G_GAN: 2.239 G_L1: 38.141 D_real: 0.092 D_fake: 0.166 
(epoch: 7, iters: 2200, time: 0.043, data: 0.001) G_GAN: 1.687 G_L1: 38.109 D_real: 0.077 D_fake: 0.363 
(epoch: 7, iters: 2300, time: 0.043, data: 0.001) G_GAN: 2.096 G_L1: 39.910 D_real: 0.685 D_fake: 0.088 
(epoch: 7, iters: 2400, time: 0.041, data: 0.002) G_GAN: 2.511 G_L1: 42.413 D_real: 0.015 D_fake: 0.196 
End of epoch 7 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 8, iters: 100, time: 0.041, data: 0.156) G_GAN: 1.979 G_L1: 35.770 D_real: 0.552 D_fake: 0.088 
(epoch: 8, iters: 200, time: 0.038, data: 0.001) G_GAN: 2.495 G_L1: 43.738 D_real: 0.056 D_fake: 0.072 
(epoch: 8, iters: 300, time: 0.045, data: 0.001) G_GAN: 1.386 G_L1: 40.196 D_real: 0.055 D_fake: 0.774 
(epoch: 8, iters: 400, time: 0.097, data: 0.002) G_GAN: 2.043 G_L1: 39.386 D_real: 0.063 D_fake: 0.300 
(epoch: 8, iters: 500, time: 0.042, data: 0.001) G_GAN: 1.939 G_L1: 47.225 D_real: 0.348 D_fake: 0.183 
(epoch: 8, iters: 600, time: 0.046, data: 0.001) G_GAN: 1.107 G_L1: 40.136 D_real: 0.763 D_fake: 0.392 
(epoch: 8, iters: 700, time: 0.047, data: 0.001) G_GAN: 1.736 G_L1: 48.873 D_real: 0.013 D_fake: 0.381 
