/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 1, iters: 800, time: 0.038, data: 0.001) G_GAN: 0.837 G_L1: 24.368 D_real: 1.993 D_fake: 0.091 
(epoch: 1, iters: 900, time: 0.043, data: 0.001) G_GAN: 2.366 G_L1: 53.125 D_real: 0.010 D_fake: 0.884 
(epoch: 1, iters: 1000, time: 0.040, data: 0.002) G_GAN: 2.486 G_L1: 53.950 D_real: 0.008 D_fake: 0.288 
(epoch: 1, iters: 1100, time: 0.046, data: 0.001) G_GAN: 2.386 G_L1: 41.902 D_real: 0.099 D_fake: 0.186 
(epoch: 1, iters: 1200, time: 0.041, data: 0.001) G_GAN: 3.221 G_L1: 44.547 D_real: 0.064 D_fake: 0.059 
(epoch: 1, iters: 1300, time: 0.044, data: 0.001) G_GAN: 2.719 G_L1: 43.556 D_real: 0.001 D_fake: 0.270 
(epoch: 1, iters: 1400, time: 0.043, data: 0.001) G_GAN: 3.796 G_L1: 45.461 D_real: 0.030 D_fake: 0.041 
(epoch: 1, iters: 1500, time: 0.043, data: 0.001) G_GAN: 3.143 G_L1: 61.422 D_real: 0.143 D_fake: 0.048 
(epoch: 1, iters: 1600, time: 0.043, data: 0.001) G_GAN: 2.757 G_L1: 61.014 D_real: 0.005 D_fake: 0.145 
(epoch: 1, iters: 1700, time: 0.040, data: 0.002) G_GAN: 3.647 G_L1: 57.268 D_real: 0.000 D_fake: 0.051 
(epoch: 1, iters: 1800, time: 0.045, data: 0.002) G_GAN: 1.440 G_L1: 37.674 D_real: 0.065 D_fake: 0.300 
(epoch: 1, iters: 1900, time: 0.047, data: 0.002) G_GAN: 3.155 G_L1: 36.709 D_real: 0.013 D_fake: 0.136 
(epoch: 1, iters: 2000, time: 0.076, data: 0.002) G_GAN: 3.956 G_L1: 47.456 D_real: 0.097 D_fake: 0.026 
(epoch: 1, iters: 2100, time: 0.042, data: 0.001) G_GAN: 2.791 G_L1: 42.279 D_real: 0.298 D_fake: 0.049 
(epoch: 1, iters: 2200, time: 0.042, data: 0.001) G_GAN: 3.538 G_L1: 39.437 D_real: 0.320 D_fake: 0.025 
(epoch: 1, iters: 2300, time: 0.045, data: 0.001) G_GAN: 0.758 G_L1: 34.992 D_real: 0.632 D_fake: 0.695 
(epoch: 1, iters: 2400, time: 0.039, data: 0.002) G_GAN: 1.524 G_L1: 45.995 D_real: 0.052 D_fake: 0.148 
End of epoch 1 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 2, iters: 100, time: 0.043, data: 0.129) G_GAN: 1.764 G_L1: 68.553 D_real: 0.000 D_fake: 0.383 
(epoch: 2, iters: 200, time: 0.045, data: 0.001) G_GAN: 2.278 G_L1: 80.260 D_real: 0.000 D_fake: 0.203 
(epoch: 2, iters: 300, time: 0.043, data: 0.002) G_GAN: 2.912 G_L1: 57.465 D_real: 0.003 D_fake: 0.108 
(epoch: 2, iters: 400, time: 0.077, data: 0.001) G_GAN: 1.800 G_L1: 47.333 D_real: 0.056 D_fake: 0.153 
(epoch: 2, iters: 500, time: 0.041, data: 0.001) G_GAN: 3.327 G_L1: 45.031 D_real: 0.013 D_fake: 0.083 
(epoch: 2, iters: 600, time: 0.046, data: 0.002) G_GAN: 2.892 G_L1: 48.906 D_real: 0.011 D_fake: 0.099 
(epoch: 2, iters: 700, time: 0.041, data: 0.001) G_GAN: 1.253 G_L1: 36.428 D_real: 0.029 D_fake: 0.556 
(epoch: 2, iters: 800, time: 0.043, data: 0.001) G_GAN: 2.850 G_L1: 47.473 D_real: 0.000 D_fake: 0.119 
(epoch: 2, iters: 900, time: 0.043, data: 0.002) G_GAN: 2.131 G_L1: 40.876 D_real: 0.005 D_fake: 1.798 
(epoch: 2, iters: 1000, time: 0.043, data: 0.002) G_GAN: 1.525 G_L1: 52.601 D_real: 0.065 D_fake: 0.225 
(epoch: 2, iters: 1100, time: 0.042, data: 0.001) G_GAN: 3.858 G_L1: 45.572 D_real: 0.002 D_fake: 0.065 
(epoch: 2, iters: 1200, time: 0.043, data: 0.001) G_GAN: 1.197 G_L1: 46.187 D_real: 0.323 D_fake: 0.184 
(epoch: 2, iters: 1300, time: 0.045, data: 0.001) G_GAN: 1.705 G_L1: 49.315 D_real: 0.140 D_fake: 0.152 
(epoch: 2, iters: 1400, time: 0.042, data: 0.002) G_GAN: 2.307 G_L1: 43.976 D_real: 0.002 D_fake: 0.211 
(epoch: 2, iters: 1500, time: 0.041, data: 0.001) G_GAN: 2.400 G_L1: 74.482 D_real: 0.000 D_fake: 0.307 
(epoch: 2, iters: 1600, time: 0.081, data: 0.002) G_GAN: 0.970 G_L1: 37.185 D_real: 1.651 D_fake: 0.137 
(epoch: 2, iters: 1700, time: 0.043, data: 0.001) G_GAN: 1.788 G_L1: 42.810 D_real: 0.821 D_fake: 0.056 
(epoch: 2, iters: 1800, time: 0.042, data: 0.001) G_GAN: 2.756 G_L1: 35.636 D_real: 0.059 D_fake: 0.192 
(epoch: 2, iters: 1900, time: 0.042, data: 0.002) G_GAN: 1.715 G_L1: 54.254 D_real: 0.016 D_fake: 0.333 
(epoch: 2, iters: 2000, time: 0.043, data: 0.002) G_GAN: 0.804 G_L1: 35.399 D_real: 0.802 D_fake: 0.114 
(epoch: 2, iters: 2100, time: 0.041, data: 0.001) G_GAN: 3.081 G_L1: 39.303 D_real: 0.015 D_fake: 0.103 
(epoch: 2, iters: 2200, time: 0.043, data: 0.001) G_GAN: 0.647 G_L1: 36.115 D_real: 0.811 D_fake: 0.515 
(epoch: 2, iters: 2300, time: 0.042, data: 0.001) G_GAN: 2.226 G_L1: 46.199 D_real: 0.025 D_fake: 0.270 
(epoch: 2, iters: 2400, time: 0.039, data: 0.001) G_GAN: 1.938 G_L1: 38.754 D_real: 0.159 D_fake: 0.184 
End of epoch 2 / 200 	 Time Taken: 81 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 3, iters: 100, time: 0.042, data: 0.138) G_GAN: 2.565 G_L1: 50.443 D_real: 0.000 D_fake: 0.192 
(epoch: 3, iters: 200, time: 0.047, data: 0.001) G_GAN: 3.800 G_L1: 47.359 D_real: 0.001 D_fake: 0.071 
saving the latest model (epoch 3, total_iters 5000)
(epoch: 3, iters: 300, time: 0.044, data: 0.001) G_GAN: 2.728 G_L1: 46.673 D_real: 0.004 D_fake: 0.093 
(epoch: 3, iters: 400, time: 0.092, data: 0.001) G_GAN: 3.026 G_L1: 46.583 D_real: 0.001 D_fake: 0.075 
(epoch: 3, iters: 500, time: 0.041, data: 0.001) G_GAN: 3.634 G_L1: 39.786 D_real: 0.023 D_fake: 0.044 
(epoch: 3, iters: 600, time: 0.044, data: 0.002) G_GAN: 2.395 G_L1: 44.688 D_real: 0.335 D_fake: 0.079 
(epoch: 3, iters: 700, time: 0.039, data: 0.001) G_GAN: 2.682 G_L1: 68.934 D_real: 0.000 D_fake: 0.095 
(epoch: 3, iters: 800, time: 0.043, data: 0.001) G_GAN: 2.748 G_L1: 29.585 D_real: 0.222 D_fake: 0.090 
(epoch: 3, iters: 900, time: 0.047, data: 0.001) G_GAN: 2.356 G_L1: 31.100 D_real: 0.197 D_fake: 0.121 
(epoch: 3, iters: 1000, time: 0.039, data: 0.002) G_GAN: 2.181 G_L1: 57.591 D_real: 0.000 D_fake: 0.243 
(epoch: 3, iters: 1100, time: 0.045, data: 0.001) G_GAN: 1.705 G_L1: 77.140 D_real: 0.016 D_fake: 0.235 
(epoch: 3, iters: 1200, time: 0.085, data: 0.002) G_GAN: 2.983 G_L1: 50.804 D_real: 0.191 D_fake: 0.059 
(epoch: 3, iters: 1300, time: 0.044, data: 0.001) G_GAN: 2.004 G_L1: 52.973 D_real: 0.405 D_fake: 0.117 
(epoch: 3, iters: 1400, time: 0.043, data: 0.001) G_GAN: 1.285 G_L1: 33.106 D_real: 2.253 D_fake: 0.033 
(epoch: 3, iters: 1500, time: 0.041, data: 0.001) G_GAN: 2.515 G_L1: 41.512 D_real: 0.696 D_fake: 0.034 
(epoch: 3, iters: 1600, time: 0.042, data: 0.001) G_GAN: 1.336 G_L1: 68.998 D_real: 0.193 D_fake: 0.480 
(epoch: 3, iters: 1700, time: 0.044, data: 0.001) G_GAN: 1.639 G_L1: 67.173 D_real: 0.001 D_fake: 0.443 
(epoch: 3, iters: 1800, time: 0.040, data: 0.001) G_GAN: 2.861 G_L1: 41.909 D_real: 0.000 D_fake: 0.087 
(epoch: 3, iters: 1900, time: 0.043, data: 0.001) G_GAN: 3.321 G_L1: 56.944 D_real: 0.066 D_fake: 0.045 
(epoch: 3, iters: 2000, time: 0.041, data: 0.001) G_GAN: 3.438 G_L1: 53.470 D_real: 0.000 D_fake: 0.035 
(epoch: 3, iters: 2100, time: 0.045, data: 0.001) G_GAN: 3.576 G_L1: 52.799 D_real: 0.014 D_fake: 0.040 
(epoch: 3, iters: 2200, time: 0.047, data: 0.002) G_GAN: 1.939 G_L1: 67.191 D_real: 0.000 D_fake: 0.455 
(epoch: 3, iters: 2300, time: 0.040, data: 0.001) G_GAN: 2.897 G_L1: 50.446 D_real: 0.579 D_fake: 0.031 
(epoch: 3, iters: 2400, time: 0.040, data: 0.001) G_GAN: 2.192 G_L1: 38.573 D_real: 0.000 D_fake: 0.221 
End of epoch 3 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 4, iters: 100, time: 0.043, data: 0.150) G_GAN: 2.456 G_L1: 34.551 D_real: 0.002 D_fake: 0.172 
(epoch: 4, iters: 200, time: 0.044, data: 0.001) G_GAN: 1.855 G_L1: 45.171 D_real: 0.442 D_fake: 0.142 
(epoch: 4, iters: 300, time: 0.039, data: 0.002) G_GAN: 1.766 G_L1: 39.646 D_real: 0.083 D_fake: 0.875 
(epoch: 4, iters: 400, time: 0.088, data: 0.002) G_GAN: 2.456 G_L1: 49.483 D_real: 0.078 D_fake: 0.119 
(epoch: 4, iters: 500, time: 0.047, data: 0.001) G_GAN: 1.506 G_L1: 40.818 D_real: 0.393 D_fake: 0.341 
(epoch: 4, iters: 600, time: 0.042, data: 0.001) G_GAN: 2.700 G_L1: 48.106 D_real: 0.000 D_fake: 0.157 
(epoch: 4, iters: 700, time: 0.042, data: 0.001) G_GAN: 2.979 G_L1: 58.303 D_real: 0.001 D_fake: 0.095 
(epoch: 4, iters: 800, time: 0.083, data: 0.001) G_GAN: 3.243 G_L1: 51.478 D_real: 0.010 D_fake: 0.054 
(epoch: 4, iters: 900, time: 0.043, data: 0.001) G_GAN: 2.446 G_L1: 51.885 D_real: 0.000 D_fake: 0.370 
(epoch: 4, iters: 1000, time: 0.043, data: 0.001) G_GAN: 1.577 G_L1: 49.271 D_real: 0.035 D_fake: 0.388 
(epoch: 4, iters: 1100, time: 0.042, data: 0.001) G_GAN: 3.361 G_L1: 54.730 D_real: 0.001 D_fake: 0.063 
(epoch: 4, iters: 1200, time: 0.042, data: 0.001) G_GAN: 2.005 G_L1: 55.215 D_real: 0.163 D_fake: 0.123 
(epoch: 4, iters: 1300, time: 0.045, data: 0.001) G_GAN: 0.748 G_L1: 37.033 D_real: 0.309 D_fake: 0.973 
(epoch: 4, iters: 1400, time: 0.041, data: 0.001) G_GAN: 2.211 G_L1: 38.299 D_real: 0.061 D_fake: 0.234 
(epoch: 4, iters: 1500, time: 0.042, data: 0.001) G_GAN: 3.284 G_L1: 54.098 D_real: 0.000 D_fake: 0.058 
(epoch: 4, iters: 1600, time: 0.047, data: 0.001) G_GAN: 1.620 G_L1: 23.223 D_real: 0.070 D_fake: 0.575 
(epoch: 4, iters: 1700, time: 0.044, data: 0.001) G_GAN: 2.748 G_L1: 57.725 D_real: 0.003 D_fake: 0.142 
(epoch: 4, iters: 1800, time: 0.046, data: 0.001) G_GAN: 2.615 G_L1: 57.319 D_real: 0.339 D_fake: 0.097 
(epoch: 4, iters: 1900, time: 0.046, data: 0.002) G_GAN: 3.247 G_L1: 43.495 D_real: 0.050 D_fake: 0.051 
(epoch: 4, iters: 2000, time: 0.045, data: 0.002) G_GAN: 1.901 G_L1: 67.323 D_real: 0.000 D_fake: 0.413 
(epoch: 4, iters: 2100, time: 0.043, data: 0.002) G_GAN: 0.870 G_L1: 29.738 D_real: 1.024 D_fake: 0.585 
(epoch: 4, iters: 2200, time: 0.044, data: 0.002) G_GAN: 1.355 G_L1: 50.628 D_real: 0.178 D_fake: 1.117 
(epoch: 4, iters: 2300, time: 0.042, data: 0.001) G_GAN: 2.209 G_L1: 46.294 D_real: 0.539 D_fake: 0.071 
(epoch: 4, iters: 2400, time: 0.038, data: 0.002) G_GAN: 2.864 G_L1: 37.969 D_real: 0.068 D_fake: 0.121 
End of epoch 4 / 200 	 Time Taken: 81 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 5, iters: 100, time: 0.042, data: 0.151) G_GAN: 2.254 G_L1: 38.421 D_real: 0.061 D_fake: 0.237 
(epoch: 5, iters: 200, time: 0.043, data: 0.001) G_GAN: 2.647 G_L1: 39.272 D_real: 0.074 D_fake: 0.159 
(epoch: 5, iters: 300, time: 0.043, data: 0.001) G_GAN: 3.369 G_L1: 43.919 D_real: 0.089 D_fake: 0.056 
(epoch: 5, iters: 400, time: 0.089, data: 0.001) G_GAN: 3.073 G_L1: 43.703 D_real: 1.347 D_fake: 0.017 
saving the latest model (epoch 5, total_iters 10000)
(epoch: 5, iters: 500, time: 0.042, data: 0.002) G_GAN: 2.063 G_L1: 30.298 D_real: 2.059 D_fake: 0.055 
(epoch: 5, iters: 600, time: 0.041, data: 0.001) G_GAN: 1.698 G_L1: 34.993 D_real: 0.009 D_fake: 0.587 
(epoch: 5, iters: 700, time: 0.042, data: 0.001) G_GAN: 1.735 G_L1: 39.728 D_real: 2.268 D_fake: 0.054 
(epoch: 5, iters: 800, time: 0.044, data: 0.002) G_GAN: 3.060 G_L1: 44.280 D_real: 0.145 D_fake: 0.045 
(epoch: 5, iters: 900, time: 0.046, data: 0.002) G_GAN: 1.668 G_L1: 57.028 D_real: 0.001 D_fake: 0.397 
(epoch: 5, iters: 1000, time: 0.044, data: 0.002) G_GAN: 2.014 G_L1: 25.353 D_real: 0.175 D_fake: 0.132 
(epoch: 5, iters: 1100, time: 0.041, data: 0.001) G_GAN: 2.144 G_L1: 41.457 D_real: 0.007 D_fake: 0.182 
(epoch: 5, iters: 1200, time: 0.043, data: 0.001) G_GAN: 3.276 G_L1: 36.645 D_real: 0.070 D_fake: 0.064 
(epoch: 5, iters: 1300, time: 0.046, data: 0.001) G_GAN: 1.785 G_L1: 71.354 D_real: 0.017 D_fake: 0.330 
(epoch: 5, iters: 1400, time: 0.039, data: 0.002) G_GAN: 1.676 G_L1: 36.456 D_real: 0.313 D_fake: 0.187 
(epoch: 5, iters: 1500, time: 0.045, data: 0.002) G_GAN: 2.137 G_L1: 69.239 D_real: 0.000 D_fake: 0.517 
(epoch: 5, iters: 1600, time: 0.044, data: 0.001) G_GAN: 4.769 G_L1: 67.868 D_real: 0.003 D_fake: 0.013 
(epoch: 5, iters: 1700, time: 0.042, data: 0.002) G_GAN: 3.174 G_L1: 37.765 D_real: 0.014 D_fake: 0.059 
(epoch: 5, iters: 1800, time: 0.042, data: 0.001) G_GAN: 3.105 G_L1: 37.815 D_real: 0.013 D_fake: 0.075 
(epoch: 5, iters: 1900, time: 0.043, data: 0.002) G_GAN: 2.142 G_L1: 65.623 D_real: 0.000 D_fake: 0.343 
(epoch: 5, iters: 2000, time: 0.046, data: 0.001) G_GAN: 1.701 G_L1: 44.325 D_real: 0.091 D_fake: 0.179 
(epoch: 5, iters: 2100, time: 0.043, data: 0.001) G_GAN: 2.483 G_L1: 67.293 D_real: 0.002 D_fake: 0.221 
(epoch: 5, iters: 2200, time: 0.043, data: 0.001) G_GAN: 2.118 G_L1: 64.334 D_real: 0.859 D_fake: 0.154 
(epoch: 5, iters: 2300, time: 0.046, data: 0.001) G_GAN: 2.309 G_L1: 39.074 D_real: 0.465 D_fake: 0.112 
(epoch: 5, iters: 2400, time: 0.088, data: 0.001) G_GAN: 1.636 G_L1: 35.088 D_real: 0.674 D_fake: 0.132 
saving the model at the end of epoch 5, iters 12000
End of epoch 5 / 200 	 Time Taken: 83 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 6, iters: 100, time: 0.043, data: 0.151) G_GAN: 2.959 G_L1: 54.155 D_real: 0.000 D_fake: 0.200 
(epoch: 6, iters: 200, time: 0.044, data: 0.001) G_GAN: 1.144 G_L1: 31.361 D_real: 0.508 D_fake: 0.596 
(epoch: 6, iters: 300, time: 0.046, data: 0.002) G_GAN: 2.333 G_L1: 39.257 D_real: 0.160 D_fake: 0.152 
(epoch: 6, iters: 400, time: 0.086, data: 0.002) G_GAN: 2.115 G_L1: 42.404 D_real: 0.540 D_fake: 0.069 
(epoch: 6, iters: 500, time: 0.046, data: 0.001) G_GAN: 1.543 G_L1: 38.798 D_real: 0.000 D_fake: 0.797 
(epoch: 6, iters: 600, time: 0.045, data: 0.001) G_GAN: 2.321 G_L1: 31.843 D_real: 0.077 D_fake: 0.375 
(epoch: 6, iters: 700, time: 0.042, data: 0.001) G_GAN: 1.470 G_L1: 67.978 D_real: 0.270 D_fake: 0.596 
(epoch: 6, iters: 800, time: 0.047, data: 0.001) G_GAN: 2.588 G_L1: 45.082 D_real: 0.025 D_fake: 0.170 
(epoch: 6, iters: 900, time: 0.040, data: 0.002) G_GAN: 2.202 G_L1: 58.422 D_real: 0.001 D_fake: 0.223 
(epoch: 6, iters: 1000, time: 0.043, data: 0.002) G_GAN: 1.494 G_L1: 36.548 D_real: 0.020 D_fake: 0.474 
(epoch: 6, iters: 1100, time: 0.040, data: 0.001) G_GAN: 1.672 G_L1: 38.586 D_real: 0.666 D_fake: 0.244 
(epoch: 6, iters: 1200, time: 0.041, data: 0.001) G_GAN: 1.426 G_L1: 53.219 D_real: 0.930 D_fake: 0.234 
(epoch: 6, iters: 1300, time: 0.043, data: 0.001) G_GAN: 2.618 G_L1: 50.068 D_real: 0.004 D_fake: 0.113 
(epoch: 6, iters: 1400, time: 0.042, data: 0.001) G_GAN: 2.880 G_L1: 41.235 D_real: 0.103 D_fake: 0.061 
(epoch: 6, iters: 1500, time: 0.045, data: 0.002) G_GAN: 1.963 G_L1: 69.754 D_real: 0.002 D_fake: 0.324 
(epoch: 6, iters: 1600, time: 0.041, data: 0.002) G_GAN: 2.210 G_L1: 35.309 D_real: 0.338 D_fake: 0.193 
(epoch: 6, iters: 1700, time: 0.046, data: 0.002) G_GAN: 3.308 G_L1: 46.241 D_real: 0.087 D_fake: 0.050 
(epoch: 6, iters: 1800, time: 0.043, data: 0.001) G_GAN: 1.815 G_L1: 50.768 D_real: 3.407 D_fake: 0.212 
(epoch: 6, iters: 1900, time: 0.047, data: 0.001) G_GAN: 4.117 G_L1: 44.306 D_real: 0.011 D_fake: 0.024 
(epoch: 6, iters: 2000, time: 0.151, data: 0.002) G_GAN: 1.691 G_L1: 63.994 D_real: 0.001 D_fake: 0.505 
(epoch: 6, iters: 2100, time: 0.042, data: 0.001) G_GAN: 1.071 G_L1: 49.308 D_real: 0.812 D_fake: 0.322 
(epoch: 6, iters: 2200, time: 0.044, data: 0.001) G_GAN: 3.779 G_L1: 46.047 D_real: 0.001 D_fake: 0.048 
(epoch: 6, iters: 2300, time: 0.043, data: 0.002) G_GAN: 1.771 G_L1: 29.144 D_real: 0.134 D_fake: 0.596 
(epoch: 6, iters: 2400, time: 0.040, data: 0.001) G_GAN: 2.546 G_L1: 65.998 D_real: 0.010 D_fake: 0.393 
End of epoch 6 / 200 	 Time Taken: 81 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 7, iters: 100, time: 0.041, data: 0.153) G_GAN: 2.360 G_L1: 75.772 D_real: 0.274 D_fake: 0.075 
(epoch: 7, iters: 200, time: 0.040, data: 0.002) G_GAN: 1.658 G_L1: 42.831 D_real: 0.000 D_fake: 0.582 
(epoch: 7, iters: 300, time: 0.043, data: 0.002) G_GAN: 2.699 G_L1: 35.943 D_real: 0.010 D_fake: 0.157 
(epoch: 7, iters: 400, time: 0.086, data: 0.001) G_GAN: 3.009 G_L1: 59.077 D_real: 0.371 D_fake: 0.047 
(epoch: 7, iters: 500, time: 0.042, data: 0.001) G_GAN: 0.689 G_L1: 45.579 D_real: 1.293 D_fake: 0.196 
(epoch: 7, iters: 600, time: 0.042, data: 0.001) G_GAN: 1.414 G_L1: 46.153 D_real: 0.688 D_fake: 0.248 
saving the latest model (epoch 7, total_iters 15000)
(epoch: 7, iters: 700, time: 0.044, data: 0.002) G_GAN: 1.565 G_L1: 67.805 D_real: 1.971 D_fake: 0.076 
(epoch: 7, iters: 800, time: 0.042, data: 0.001) G_GAN: 2.527 G_L1: 46.342 D_real: 0.249 D_fake: 0.109 
(epoch: 7, iters: 900, time: 0.042, data: 0.001) G_GAN: 3.043 G_L1: 45.590 D_real: 0.006 D_fake: 0.135 
(epoch: 7, iters: 1000, time: 0.044, data: 0.001) G_GAN: 1.918 G_L1: 40.116 D_real: 0.033 D_fake: 0.225 
(epoch: 7, iters: 1100, time: 0.044, data: 0.002) G_GAN: 1.421 G_L1: 48.120 D_real: 0.044 D_fake: 0.481 
(epoch: 7, iters: 1200, time: 0.044, data: 0.001) G_GAN: 0.800 G_L1: 30.420 D_real: 0.506 D_fake: 1.072 
(epoch: 7, iters: 1300, time: 0.040, data: 0.001) G_GAN: 1.062 G_L1: 35.706 D_real: 0.147 D_fake: 1.100 
(epoch: 7, iters: 1400, time: 0.045, data: 0.001) G_GAN: 2.713 G_L1: 35.586 D_real: 0.018 D_fake: 0.169 
(epoch: 7, iters: 1500, time: 0.043, data: 0.001) G_GAN: 1.060 G_L1: 30.475 D_real: 0.421 D_fake: 0.328 
(epoch: 7, iters: 1600, time: 0.092, data: 0.001) G_GAN: 1.607 G_L1: 25.586 D_real: 0.171 D_fake: 0.234 
(epoch: 7, iters: 1700, time: 0.045, data: 0.001) G_GAN: 2.396 G_L1: 34.873 D_real: 0.277 D_fake: 0.103 
(epoch: 7, iters: 1800, time: 0.047, data: 0.001) G_GAN: 1.521 G_L1: 69.273 D_real: 0.084 D_fake: 0.221 
(epoch: 7, iters: 1900, time: 0.036, data: 0.002) G_GAN: 1.698 G_L1: 34.001 D_real: 0.529 D_fake: 0.216 
(epoch: 7, iters: 2000, time: 0.046, data: 0.001) G_GAN: 2.480 G_L1: 47.565 D_real: 0.011 D_fake: 0.062 
(epoch: 7, iters: 2100, time: 0.044, data: 0.001) G_GAN: 2.062 G_L1: 39.907 D_real: 0.097 D_fake: 0.183 
(epoch: 7, iters: 2200, time: 0.040, data: 0.001) G_GAN: 1.982 G_L1: 42.492 D_real: 0.151 D_fake: 0.235 
(epoch: 7, iters: 2300, time: 0.042, data: 0.002) G_GAN: 4.096 G_L1: 55.847 D_real: 0.001 D_fake: 0.044 
(epoch: 7, iters: 2400, time: 0.041, data: 0.002) G_GAN: 3.922 G_L1: 42.551 D_real: 0.053 D_fake: 0.037 
End of epoch 7 / 200 	 Time Taken: 82 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 8, iters: 100, time: 0.043, data: 0.148) G_GAN: 2.626 G_L1: 74.008 D_real: 0.000 D_fake: 0.119 
(epoch: 8, iters: 200, time: 0.044, data: 0.001) G_GAN: 1.573 G_L1: 49.737 D_real: 0.645 D_fake: 0.940 
(epoch: 8, iters: 300, time: 0.045, data: 0.001) G_GAN: 2.740 G_L1: 56.494 D_real: 0.012 D_fake: 0.143 
(epoch: 8, iters: 400, time: 0.091, data: 0.001) G_GAN: 1.649 G_L1: 53.200 D_real: 0.001 D_fake: 1.100 
(epoch: 8, iters: 500, time: 0.044, data: 0.001) G_GAN: 2.817 G_L1: 66.849 D_real: 0.012 D_fake: 0.568 
(epoch: 8, iters: 600, time: 0.041, data: 0.001) G_GAN: 2.375 G_L1: 51.671 D_real: 0.010 D_fake: 0.335 
(epoch: 8, iters: 700, time: 0.041, data: 0.001) G_GAN: 1.944 G_L1: 24.638 D_real: 0.078 D_fake: 1.111 
