/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 1, iters: 800, time: 0.040, data: 0.001) G_GAN: 3.285 G_L1: 44.840 D_real: 0.002 D_fake: 0.089 
(epoch: 1, iters: 900, time: 0.040, data: 0.001) G_GAN: 2.321 G_L1: 38.055 D_real: 0.054 D_fake: 0.777 
(epoch: 1, iters: 1000, time: 0.039, data: 0.001) G_GAN: 1.665 G_L1: 30.719 D_real: 0.512 D_fake: 0.055 
(epoch: 1, iters: 1100, time: 0.039, data: 0.001) G_GAN: 2.325 G_L1: 49.738 D_real: 0.006 D_fake: 0.470 
(epoch: 1, iters: 1200, time: 0.041, data: 0.001) G_GAN: 3.036 G_L1: 39.105 D_real: 0.020 D_fake: 0.109 
(epoch: 1, iters: 1300, time: 0.037, data: 0.001) G_GAN: 1.839 G_L1: 32.511 D_real: 2.456 D_fake: 0.091 
(epoch: 1, iters: 1400, time: 0.040, data: 0.001) G_GAN: 1.482 G_L1: 38.454 D_real: 1.278 D_fake: 0.029 
(epoch: 1, iters: 1500, time: 0.042, data: 0.001) G_GAN: 2.903 G_L1: 48.524 D_real: 0.003 D_fake: 0.088 
(epoch: 1, iters: 1600, time: 0.039, data: 0.001) G_GAN: 2.823 G_L1: 45.965 D_real: 0.550 D_fake: 0.018 
(epoch: 1, iters: 1700, time: 0.040, data: 0.001) G_GAN: 3.465 G_L1: 35.573 D_real: 0.046 D_fake: 1.091 
(epoch: 1, iters: 1800, time: 0.042, data: 0.001) G_GAN: 3.410 G_L1: 41.412 D_real: 0.119 D_fake: 0.045 
(epoch: 1, iters: 1900, time: 0.041, data: 0.001) G_GAN: 2.555 G_L1: 38.573 D_real: 0.035 D_fake: 0.467 
(epoch: 1, iters: 2000, time: 0.082, data: 0.001) G_GAN: 5.315 G_L1: 44.418 D_real: 0.053 D_fake: 0.018 
(epoch: 1, iters: 2100, time: 0.041, data: 0.001) G_GAN: 5.192 G_L1: 56.906 D_real: 0.003 D_fake: 0.015 
(epoch: 1, iters: 2200, time: 0.042, data: 0.001) G_GAN: 3.677 G_L1: 47.217 D_real: 0.006 D_fake: 0.028 
(epoch: 1, iters: 2300, time: 0.040, data: 0.001) G_GAN: 2.439 G_L1: 42.344 D_real: 0.113 D_fake: 0.130 
(epoch: 1, iters: 2400, time: 0.040, data: 0.001) G_GAN: 0.744 G_L1: 31.839 D_real: 1.480 D_fake: 0.240 
End of epoch 1 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 2, iters: 100, time: 0.040, data: 0.114) G_GAN: 1.913 G_L1: 35.332 D_real: 0.833 D_fake: 0.057 
(epoch: 2, iters: 200, time: 0.044, data: 0.001) G_GAN: 3.463 G_L1: 60.222 D_real: 0.004 D_fake: 0.090 
(epoch: 2, iters: 300, time: 0.046, data: 0.002) G_GAN: 1.970 G_L1: 38.309 D_real: 0.582 D_fake: 0.040 
(epoch: 2, iters: 400, time: 0.088, data: 0.001) G_GAN: 1.804 G_L1: 37.504 D_real: 0.163 D_fake: 0.239 
(epoch: 2, iters: 500, time: 0.041, data: 0.001) G_GAN: 3.062 G_L1: 39.719 D_real: 0.151 D_fake: 0.042 
(epoch: 2, iters: 600, time: 0.041, data: 0.001) G_GAN: 0.504 G_L1: 28.830 D_real: 2.327 D_fake: 1.781 
(epoch: 2, iters: 700, time: 0.040, data: 0.001) G_GAN: 2.330 G_L1: 36.123 D_real: 0.086 D_fake: 0.127 
(epoch: 2, iters: 800, time: 0.040, data: 0.001) G_GAN: 1.596 G_L1: 49.612 D_real: 0.005 D_fake: 0.393 
(epoch: 2, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.335 G_L1: 41.995 D_real: 0.025 D_fake: 0.103 
(epoch: 2, iters: 1000, time: 0.045, data: 0.001) G_GAN: 1.950 G_L1: 35.460 D_real: 3.995 D_fake: 0.030 
(epoch: 2, iters: 1100, time: 0.041, data: 0.001) G_GAN: 2.997 G_L1: 38.027 D_real: 0.010 D_fake: 0.057 
(epoch: 2, iters: 1200, time: 0.040, data: 0.001) G_GAN: 3.263 G_L1: 55.205 D_real: 0.047 D_fake: 0.067 
(epoch: 2, iters: 1300, time: 0.042, data: 0.001) G_GAN: 2.640 G_L1: 34.492 D_real: 0.083 D_fake: 0.122 
(epoch: 2, iters: 1400, time: 0.038, data: 0.001) G_GAN: 2.251 G_L1: 43.104 D_real: 0.002 D_fake: 0.686 
(epoch: 2, iters: 1500, time: 0.040, data: 0.001) G_GAN: 4.066 G_L1: 38.971 D_real: 0.064 D_fake: 0.058 
(epoch: 2, iters: 1600, time: 0.083, data: 0.001) G_GAN: 1.190 G_L1: 42.760 D_real: 1.005 D_fake: 0.124 
(epoch: 2, iters: 1700, time: 0.040, data: 0.001) G_GAN: 3.457 G_L1: 43.617 D_real: 0.024 D_fake: 0.043 
(epoch: 2, iters: 1800, time: 0.040, data: 0.002) G_GAN: 3.366 G_L1: 51.096 D_real: 0.000 D_fake: 0.063 
(epoch: 2, iters: 1900, time: 0.043, data: 0.001) G_GAN: 3.011 G_L1: 37.113 D_real: 0.002 D_fake: 0.144 
(epoch: 2, iters: 2000, time: 0.041, data: 0.001) G_GAN: 2.701 G_L1: 36.246 D_real: 0.216 D_fake: 0.063 
(epoch: 2, iters: 2100, time: 0.044, data: 0.002) G_GAN: 3.539 G_L1: 38.030 D_real: 0.699 D_fake: 0.021 
(epoch: 2, iters: 2200, time: 0.040, data: 0.001) G_GAN: 1.056 G_L1: 37.331 D_real: 1.337 D_fake: 0.148 
(epoch: 2, iters: 2300, time: 0.040, data: 0.001) G_GAN: 1.504 G_L1: 48.375 D_real: 0.001 D_fake: 1.183 
(epoch: 2, iters: 2400, time: 0.041, data: 0.001) G_GAN: 3.638 G_L1: 57.365 D_real: 0.026 D_fake: 0.037 
End of epoch 2 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 3, iters: 100, time: 0.042, data: 0.109) G_GAN: 2.521 G_L1: 39.052 D_real: 0.128 D_fake: 0.138 
(epoch: 3, iters: 200, time: 0.039, data: 0.001) G_GAN: 1.958 G_L1: 40.276 D_real: 0.102 D_fake: 0.105 
saving the latest model (epoch 3, total_iters 5000)
(epoch: 3, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.371 G_L1: 37.874 D_real: 0.000 D_fake: 0.103 
(epoch: 3, iters: 400, time: 0.089, data: 0.001) G_GAN: 4.039 G_L1: 42.147 D_real: 0.040 D_fake: 0.038 
(epoch: 3, iters: 500, time: 0.039, data: 0.001) G_GAN: 1.938 G_L1: 52.842 D_real: 0.248 D_fake: 0.093 
(epoch: 3, iters: 600, time: 0.040, data: 0.001) G_GAN: 2.088 G_L1: 45.456 D_real: 0.000 D_fake: 0.251 
(epoch: 3, iters: 700, time: 0.039, data: 0.001) G_GAN: 1.625 G_L1: 33.804 D_real: 0.307 D_fake: 0.101 
(epoch: 3, iters: 800, time: 0.039, data: 0.001) G_GAN: 2.201 G_L1: 56.761 D_real: 0.000 D_fake: 0.283 
(epoch: 3, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.565 G_L1: 46.153 D_real: 0.000 D_fake: 0.709 
(epoch: 3, iters: 1000, time: 0.041, data: 0.001) G_GAN: 1.262 G_L1: 32.560 D_real: 2.667 D_fake: 0.085 
(epoch: 3, iters: 1100, time: 0.041, data: 0.001) G_GAN: 1.644 G_L1: 33.351 D_real: 0.077 D_fake: 0.362 
(epoch: 3, iters: 1200, time: 0.083, data: 0.001) G_GAN: 2.485 G_L1: 29.728 D_real: 0.708 D_fake: 0.043 
(epoch: 3, iters: 1300, time: 0.046, data: 0.001) G_GAN: 2.827 G_L1: 40.447 D_real: 0.049 D_fake: 0.064 
(epoch: 3, iters: 1400, time: 0.040, data: 0.002) G_GAN: 2.130 G_L1: 42.682 D_real: 0.109 D_fake: 0.169 
(epoch: 3, iters: 1500, time: 0.040, data: 0.001) G_GAN: 2.011 G_L1: 35.322 D_real: 0.656 D_fake: 0.217 
(epoch: 3, iters: 1600, time: 0.040, data: 0.002) G_GAN: 3.835 G_L1: 48.027 D_real: 0.002 D_fake: 0.030 
(epoch: 3, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.515 G_L1: 37.368 D_real: 0.268 D_fake: 0.141 
(epoch: 3, iters: 1800, time: 0.041, data: 0.001) G_GAN: 2.615 G_L1: 38.852 D_real: 0.006 D_fake: 0.202 
(epoch: 3, iters: 1900, time: 0.041, data: 0.001) G_GAN: 3.382 G_L1: 48.598 D_real: 0.002 D_fake: 0.036 
(epoch: 3, iters: 2000, time: 0.041, data: 0.001) G_GAN: 0.609 G_L1: 37.133 D_real: 1.400 D_fake: 0.507 
(epoch: 3, iters: 2100, time: 0.041, data: 0.001) G_GAN: 1.595 G_L1: 46.732 D_real: 0.263 D_fake: 0.202 
(epoch: 3, iters: 2200, time: 0.041, data: 0.001) G_GAN: 2.213 G_L1: 37.587 D_real: 0.002 D_fake: 0.474 
(epoch: 3, iters: 2300, time: 0.047, data: 0.001) G_GAN: 2.613 G_L1: 27.756 D_real: 0.508 D_fake: 0.050 
(epoch: 3, iters: 2400, time: 0.040, data: 0.001) G_GAN: 2.825 G_L1: 45.195 D_real: 0.004 D_fake: 0.183 
End of epoch 3 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 4, iters: 100, time: 0.040, data: 0.125) G_GAN: 4.771 G_L1: 47.201 D_real: 0.032 D_fake: 0.025 
(epoch: 4, iters: 200, time: 0.040, data: 0.001) G_GAN: 3.215 G_L1: 51.198 D_real: 0.031 D_fake: 0.053 
(epoch: 4, iters: 300, time: 0.041, data: 0.001) G_GAN: 1.635 G_L1: 38.785 D_real: 0.449 D_fake: 0.123 
(epoch: 4, iters: 400, time: 0.086, data: 0.001) G_GAN: 0.976 G_L1: 38.914 D_real: 0.750 D_fake: 0.133 
(epoch: 4, iters: 500, time: 0.041, data: 0.002) G_GAN: 2.342 G_L1: 37.829 D_real: 0.018 D_fake: 0.193 
(epoch: 4, iters: 600, time: 0.040, data: 0.001) G_GAN: 0.869 G_L1: 35.818 D_real: 3.789 D_fake: 0.159 
(epoch: 4, iters: 700, time: 0.039, data: 0.002) G_GAN: 2.273 G_L1: 41.782 D_real: 0.017 D_fake: 0.278 
(epoch: 4, iters: 800, time: 0.087, data: 0.001) G_GAN: 2.336 G_L1: 28.738 D_real: 0.518 D_fake: 0.026 
(epoch: 4, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.993 G_L1: 63.434 D_real: 0.033 D_fake: 0.111 
(epoch: 4, iters: 1000, time: 0.039, data: 0.001) G_GAN: 1.567 G_L1: 43.119 D_real: 0.062 D_fake: 0.295 
(epoch: 4, iters: 1100, time: 0.038, data: 0.001) G_GAN: 1.330 G_L1: 32.624 D_real: 0.886 D_fake: 0.196 
(epoch: 4, iters: 1200, time: 0.041, data: 0.001) G_GAN: 2.493 G_L1: 46.295 D_real: 0.000 D_fake: 0.128 
(epoch: 4, iters: 1300, time: 0.042, data: 0.001) G_GAN: 2.783 G_L1: 43.687 D_real: 0.003 D_fake: 1.690 
(epoch: 4, iters: 1400, time: 0.039, data: 0.001) G_GAN: 1.141 G_L1: 39.008 D_real: 0.707 D_fake: 0.126 
(epoch: 4, iters: 1500, time: 0.041, data: 0.001) G_GAN: 2.513 G_L1: 49.465 D_real: 0.000 D_fake: 0.066 
(epoch: 4, iters: 1600, time: 0.041, data: 0.001) G_GAN: 3.486 G_L1: 48.399 D_real: 0.005 D_fake: 0.066 
(epoch: 4, iters: 1700, time: 0.041, data: 0.002) G_GAN: 2.398 G_L1: 36.842 D_real: 0.264 D_fake: 0.448 
(epoch: 4, iters: 1800, time: 0.040, data: 0.001) G_GAN: 2.010 G_L1: 32.017 D_real: 0.084 D_fake: 0.187 
(epoch: 4, iters: 1900, time: 0.041, data: 0.001) G_GAN: 1.665 G_L1: 47.590 D_real: 0.180 D_fake: 0.238 
(epoch: 4, iters: 2000, time: 0.041, data: 0.001) G_GAN: 1.385 G_L1: 34.132 D_real: 0.156 D_fake: 0.428 
(epoch: 4, iters: 2100, time: 0.041, data: 0.001) G_GAN: 3.020 G_L1: 31.361 D_real: 0.124 D_fake: 0.102 
(epoch: 4, iters: 2200, time: 0.041, data: 0.001) G_GAN: 2.052 G_L1: 44.010 D_real: 0.207 D_fake: 0.108 
(epoch: 4, iters: 2300, time: 0.041, data: 0.001) G_GAN: 1.808 G_L1: 37.545 D_real: 0.168 D_fake: 0.318 
(epoch: 4, iters: 2400, time: 0.041, data: 0.001) G_GAN: 3.032 G_L1: 48.730 D_real: 0.000 D_fake: 0.037 
End of epoch 4 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 5, iters: 100, time: 0.041, data: 0.125) G_GAN: 4.160 G_L1: 53.806 D_real: 0.000 D_fake: 0.023 
(epoch: 5, iters: 200, time: 0.040, data: 0.001) G_GAN: 3.212 G_L1: 34.520 D_real: 0.241 D_fake: 0.024 
(epoch: 5, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.070 G_L1: 34.832 D_real: 0.173 D_fake: 0.166 
(epoch: 5, iters: 400, time: 0.091, data: 0.001) G_GAN: 2.869 G_L1: 39.845 D_real: 0.035 D_fake: 0.074 
saving the latest model (epoch 5, total_iters 10000)
(epoch: 5, iters: 500, time: 0.041, data: 0.001) G_GAN: 3.186 G_L1: 39.163 D_real: 0.077 D_fake: 0.051 
(epoch: 5, iters: 600, time: 0.041, data: 0.001) G_GAN: 2.668 G_L1: 58.112 D_real: 0.001 D_fake: 0.248 
(epoch: 5, iters: 700, time: 0.041, data: 0.001) G_GAN: 2.193 G_L1: 26.066 D_real: 0.977 D_fake: 0.050 
(epoch: 5, iters: 800, time: 0.041, data: 0.001) G_GAN: 4.233 G_L1: 40.477 D_real: 0.568 D_fake: 0.013 
(epoch: 5, iters: 900, time: 0.040, data: 0.001) G_GAN: 4.040 G_L1: 25.567 D_real: 0.001 D_fake: 0.026 
(epoch: 5, iters: 1000, time: 0.040, data: 0.001) G_GAN: 1.930 G_L1: 53.780 D_real: 0.064 D_fake: 0.107 
(epoch: 5, iters: 1100, time: 0.041, data: 0.001) G_GAN: 1.772 G_L1: 47.918 D_real: 0.178 D_fake: 0.729 
(epoch: 5, iters: 1200, time: 0.044, data: 0.001) G_GAN: 4.106 G_L1: 37.951 D_real: 0.001 D_fake: 0.036 
(epoch: 5, iters: 1300, time: 0.039, data: 0.001) G_GAN: 3.265 G_L1: 36.418 D_real: 0.004 D_fake: 0.077 
(epoch: 5, iters: 1400, time: 0.042, data: 0.001) G_GAN: 3.956 G_L1: 40.999 D_real: 0.087 D_fake: 0.031 
(epoch: 5, iters: 1500, time: 0.043, data: 0.001) G_GAN: 2.333 G_L1: 34.048 D_real: 0.069 D_fake: 0.264 
(epoch: 5, iters: 1600, time: 0.042, data: 0.001) G_GAN: 2.369 G_L1: 54.425 D_real: 0.024 D_fake: 0.407 
(epoch: 5, iters: 1700, time: 0.041, data: 0.001) G_GAN: 3.002 G_L1: 31.580 D_real: 0.484 D_fake: 0.025 
(epoch: 5, iters: 1800, time: 0.041, data: 0.001) G_GAN: 1.852 G_L1: 35.211 D_real: 3.064 D_fake: 0.132 
(epoch: 5, iters: 1900, time: 0.041, data: 0.001) G_GAN: 2.828 G_L1: 41.535 D_real: 0.089 D_fake: 0.073 
(epoch: 5, iters: 2000, time: 0.041, data: 0.001) G_GAN: 3.105 G_L1: 48.632 D_real: 0.000 D_fake: 0.135 
(epoch: 5, iters: 2100, time: 0.040, data: 0.001) G_GAN: 2.504 G_L1: 39.990 D_real: 0.062 D_fake: 0.972 
(epoch: 5, iters: 2200, time: 0.044, data: 0.001) G_GAN: 1.564 G_L1: 37.305 D_real: 0.611 D_fake: 0.082 
(epoch: 5, iters: 2300, time: 0.040, data: 0.001) G_GAN: 5.242 G_L1: 47.466 D_real: 0.003 D_fake: 0.014 
(epoch: 5, iters: 2400, time: 0.092, data: 0.001) G_GAN: 4.117 G_L1: 41.282 D_real: 0.079 D_fake: 0.022 
saving the model at the end of epoch 5, iters 12000
End of epoch 5 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 6, iters: 100, time: 0.041, data: 0.136) G_GAN: 3.570 G_L1: 51.570 D_real: 0.006 D_fake: 0.097 
(epoch: 6, iters: 200, time: 0.041, data: 0.001) G_GAN: 3.740 G_L1: 53.511 D_real: 0.000 D_fake: 0.039 
(epoch: 6, iters: 300, time: 0.042, data: 0.001) G_GAN: 4.163 G_L1: 52.461 D_real: 0.000 D_fake: 0.051 
(epoch: 6, iters: 400, time: 0.099, data: 0.001) G_GAN: 4.009 G_L1: 45.761 D_real: 0.054 D_fake: 0.039 
(epoch: 6, iters: 500, time: 0.040, data: 0.001) G_GAN: 2.396 G_L1: 47.377 D_real: 0.001 D_fake: 1.367 
(epoch: 6, iters: 600, time: 0.041, data: 0.001) G_GAN: 3.460 G_L1: 45.209 D_real: 0.018 D_fake: 0.215 
(epoch: 6, iters: 700, time: 0.041, data: 0.001) G_GAN: 2.746 G_L1: 31.991 D_real: 0.092 D_fake: 0.087 
(epoch: 6, iters: 800, time: 0.041, data: 0.001) G_GAN: 2.019 G_L1: 35.446 D_real: 1.106 D_fake: 0.047 
(epoch: 6, iters: 900, time: 0.039, data: 0.001) G_GAN: 3.633 G_L1: 37.769 D_real: 0.016 D_fake: 0.043 
(epoch: 6, iters: 1000, time: 0.041, data: 0.001) G_GAN: 1.985 G_L1: 46.702 D_real: 0.000 D_fake: 0.315 
(epoch: 6, iters: 1100, time: 0.037, data: 0.001) G_GAN: 2.039 G_L1: 29.552 D_real: 0.717 D_fake: 0.046 
(epoch: 6, iters: 1200, time: 0.040, data: 0.001) G_GAN: 1.349 G_L1: 28.949 D_real: 0.103 D_fake: 0.820 
(epoch: 6, iters: 1300, time: 0.041, data: 0.002) G_GAN: 3.628 G_L1: 47.507 D_real: 0.000 D_fake: 0.048 
(epoch: 6, iters: 1400, time: 0.042, data: 0.001) G_GAN: 2.143 G_L1: 35.629 D_real: 0.568 D_fake: 0.070 
(epoch: 6, iters: 1500, time: 0.041, data: 0.001) G_GAN: 1.696 G_L1: 32.256 D_real: 0.845 D_fake: 0.115 
(epoch: 6, iters: 1600, time: 0.042, data: 0.001) G_GAN: 2.434 G_L1: 40.307 D_real: 0.014 D_fake: 0.280 
(epoch: 6, iters: 1700, time: 0.041, data: 0.001) G_GAN: 1.641 G_L1: 42.350 D_real: 0.809 D_fake: 0.300 
(epoch: 6, iters: 1800, time: 0.042, data: 0.001) G_GAN: 2.555 G_L1: 43.824 D_real: 0.096 D_fake: 0.213 
(epoch: 6, iters: 1900, time: 0.045, data: 0.001) G_GAN: 4.284 G_L1: 50.926 D_real: 0.000 D_fake: 0.019 
(epoch: 6, iters: 2000, time: 0.099, data: 0.001) G_GAN: 2.478 G_L1: 48.110 D_real: 0.000 D_fake: 0.476 
(epoch: 6, iters: 2100, time: 0.042, data: 0.001) G_GAN: 2.779 G_L1: 41.187 D_real: 0.000 D_fake: 0.091 
(epoch: 6, iters: 2200, time: 0.045, data: 0.001) G_GAN: 3.380 G_L1: 31.493 D_real: 0.133 D_fake: 0.040 
(epoch: 6, iters: 2300, time: 0.043, data: 0.001) G_GAN: 2.536 G_L1: 31.634 D_real: 2.909 D_fake: 0.020 
(epoch: 6, iters: 2400, time: 0.040, data: 0.001) G_GAN: 2.221 G_L1: 35.129 D_real: 0.004 D_fake: 0.316 
End of epoch 6 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 7, iters: 100, time: 0.041, data: 0.135) G_GAN: 1.591 G_L1: 43.818 D_real: 1.068 D_fake: 0.084 
(epoch: 7, iters: 200, time: 0.043, data: 0.001) G_GAN: 0.661 G_L1: 21.253 D_real: 1.327 D_fake: 0.070 
(epoch: 7, iters: 300, time: 0.042, data: 0.001) G_GAN: 2.174 G_L1: 32.254 D_real: 0.010 D_fake: 0.150 
(epoch: 7, iters: 400, time: 0.097, data: 0.001) G_GAN: 2.886 G_L1: 38.314 D_real: 0.039 D_fake: 0.107 
(epoch: 7, iters: 500, time: 0.042, data: 0.001) G_GAN: 2.250 G_L1: 42.477 D_real: 1.414 D_fake: 0.061 
(epoch: 7, iters: 600, time: 0.043, data: 0.001) G_GAN: 2.348 G_L1: 47.350 D_real: 0.000 D_fake: 0.220 
saving the latest model (epoch 7, total_iters 15000)
(epoch: 7, iters: 700, time: 0.039, data: 0.001) G_GAN: 2.639 G_L1: 29.371 D_real: 0.974 D_fake: 0.038 
(epoch: 7, iters: 800, time: 0.040, data: 0.001) G_GAN: 3.571 G_L1: 36.132 D_real: 0.002 D_fake: 0.043 
(epoch: 7, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.828 G_L1: 50.619 D_real: 0.000 D_fake: 0.112 
(epoch: 7, iters: 1000, time: 0.042, data: 0.001) G_GAN: 2.801 G_L1: 31.571 D_real: 0.027 D_fake: 0.301 
(epoch: 7, iters: 1100, time: 0.040, data: 0.001) G_GAN: 1.850 G_L1: 22.830 D_real: 5.063 D_fake: 0.010 
(epoch: 7, iters: 1200, time: 0.039, data: 0.001) G_GAN: 3.331 G_L1: 53.759 D_real: 0.000 D_fake: 0.150 
(epoch: 7, iters: 1300, time: 0.042, data: 0.001) G_GAN: 2.627 G_L1: 42.220 D_real: 0.000 D_fake: 0.218 
(epoch: 7, iters: 1400, time: 0.038, data: 0.001) G_GAN: 3.010 G_L1: 42.695 D_real: 0.000 D_fake: 0.111 
(epoch: 7, iters: 1500, time: 0.041, data: 0.001) G_GAN: 3.987 G_L1: 37.238 D_real: 0.001 D_fake: 0.033 
(epoch: 7, iters: 1600, time: 0.091, data: 0.001) G_GAN: 1.625 G_L1: 45.654 D_real: 0.002 D_fake: 1.607 
(epoch: 7, iters: 1700, time: 0.041, data: 0.001) G_GAN: 3.168 G_L1: 37.219 D_real: 0.000 D_fake: 0.086 
(epoch: 7, iters: 1800, time: 0.041, data: 0.001) G_GAN: 3.193 G_L1: 45.152 D_real: 0.000 D_fake: 0.068 
(epoch: 7, iters: 1900, time: 0.038, data: 0.001) G_GAN: 2.163 G_L1: 50.509 D_real: 0.000 D_fake: 0.196 
(epoch: 7, iters: 2000, time: 0.041, data: 0.001) G_GAN: 5.041 G_L1: 41.578 D_real: 0.000 D_fake: 0.009 
(epoch: 7, iters: 2100, time: 0.042, data: 0.001) G_GAN: 3.157 G_L1: 48.280 D_real: 0.000 D_fake: 0.063 
(epoch: 7, iters: 2200, time: 0.041, data: 0.001) G_GAN: 4.357 G_L1: 58.234 D_real: 0.002 D_fake: 0.021 
(epoch: 7, iters: 2300, time: 0.042, data: 0.001) G_GAN: 3.493 G_L1: 57.874 D_real: 0.640 D_fake: 0.018 
(epoch: 7, iters: 2400, time: 0.041, data: 0.001) G_GAN: 0.613 G_L1: 39.895 D_real: 2.072 D_fake: 0.162 
End of epoch 7 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 8, iters: 100, time: 0.041, data: 0.137) G_GAN: 3.911 G_L1: 28.847 D_real: 0.003 D_fake: 0.028 
(epoch: 8, iters: 200, time: 0.041, data: 0.001) G_GAN: 1.031 G_L1: 38.636 D_real: 1.853 D_fake: 0.156 
(epoch: 8, iters: 300, time: 0.042, data: 0.001) G_GAN: 2.162 G_L1: 44.902 D_real: 0.015 D_fake: 0.220 
(epoch: 8, iters: 400, time: 0.097, data: 0.001) G_GAN: 2.872 G_L1: 29.941 D_real: 0.000 D_fake: 0.914 
(epoch: 8, iters: 500, time: 0.041, data: 0.001) G_GAN: 3.358 G_L1: 38.714 D_real: 0.151 D_fake: 0.038 
(epoch: 8, iters: 600, time: 0.041, data: 0.001) G_GAN: 4.304 G_L1: 48.505 D_real: 0.000 D_fake: 0.052 
(epoch: 8, iters: 700, time: 0.040, data: 0.001) G_GAN: 3.569 G_L1: 58.095 D_real: 0.000 D_fake: 0.066 
