/home/aditya_sharma/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:138: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
(epoch: 1, iters: 800, time: 0.042, data: 0.001) G_GAN: 1.199 G_L1: 23.190 D_real: 0.293 D_fake: 0.477 
(epoch: 1, iters: 900, time: 0.040, data: 0.002) G_GAN: 2.231 G_L1: 28.952 D_real: 0.049 D_fake: 0.194 
(epoch: 1, iters: 1000, time: 0.042, data: 0.001) G_GAN: 1.402 G_L1: 37.130 D_real: 0.138 D_fake: 0.742 
(epoch: 1, iters: 1100, time: 0.039, data: 0.001) G_GAN: 1.129 G_L1: 21.153 D_real: 0.040 D_fake: 1.632 
(epoch: 1, iters: 1200, time: 0.038, data: 0.001) G_GAN: 0.928 G_L1: 26.788 D_real: 0.354 D_fake: 0.505 
(epoch: 1, iters: 1300, time: 0.043, data: 0.001) G_GAN: 1.685 G_L1: 27.623 D_real: 0.482 D_fake: 0.175 
(epoch: 1, iters: 1400, time: 0.039, data: 0.001) G_GAN: 2.914 G_L1: 29.463 D_real: 0.522 D_fake: 0.037 
(epoch: 1, iters: 1500, time: 0.040, data: 0.001) G_GAN: 1.379 G_L1: 42.694 D_real: 0.026 D_fake: 1.538 
(epoch: 1, iters: 1600, time: 0.040, data: 0.001) G_GAN: 0.743 G_L1: 34.994 D_real: 0.750 D_fake: 1.095 
(epoch: 1, iters: 1700, time: 0.041, data: 0.001) G_GAN: 1.764 G_L1: 31.614 D_real: 0.246 D_fake: 0.323 
(epoch: 1, iters: 1800, time: 0.042, data: 0.001) G_GAN: 1.211 G_L1: 18.315 D_real: 0.150 D_fake: 2.209 
(epoch: 1, iters: 1900, time: 0.040, data: 0.001) G_GAN: 1.647 G_L1: 26.147 D_real: 0.158 D_fake: 0.547 
(epoch: 1, iters: 2000, time: 0.088, data: 0.001) G_GAN: 2.371 G_L1: 32.830 D_real: 0.883 D_fake: 0.044 
(epoch: 1, iters: 2100, time: 0.040, data: 0.001) G_GAN: 0.630 G_L1: 24.223 D_real: 1.999 D_fake: 0.278 
(epoch: 1, iters: 2200, time: 0.040, data: 0.001) G_GAN: 1.986 G_L1: 24.119 D_real: 0.056 D_fake: 0.322 
(epoch: 1, iters: 2300, time: 0.041, data: 0.001) G_GAN: 2.579 G_L1: 45.626 D_real: 0.012 D_fake: 0.142 
(epoch: 1, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.254 G_L1: 36.271 D_real: 0.124 D_fake: 0.132 
End of epoch 1 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 2, iters: 100, time: 0.044, data: 0.092) G_GAN: 1.282 G_L1: 19.906 D_real: 0.629 D_fake: 0.436 
(epoch: 2, iters: 200, time: 0.040, data: 0.002) G_GAN: 1.869 G_L1: 37.705 D_real: 0.005 D_fake: 0.613 
(epoch: 2, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.384 G_L1: 42.204 D_real: 0.031 D_fake: 0.196 
(epoch: 2, iters: 400, time: 0.090, data: 0.001) G_GAN: 1.455 G_L1: 23.579 D_real: 0.006 D_fake: 0.511 
(epoch: 2, iters: 500, time: 0.040, data: 0.001) G_GAN: 1.782 G_L1: 22.917 D_real: 0.859 D_fake: 0.140 
(epoch: 2, iters: 600, time: 0.040, data: 0.001) G_GAN: 1.819 G_L1: 21.530 D_real: 0.540 D_fake: 0.130 
(epoch: 2, iters: 700, time: 0.037, data: 0.001) G_GAN: 1.396 G_L1: 21.624 D_real: 0.018 D_fake: 0.586 
(epoch: 2, iters: 800, time: 0.036, data: 0.001) G_GAN: 1.908 G_L1: 28.409 D_real: 1.132 D_fake: 0.112 
(epoch: 2, iters: 900, time: 0.041, data: 0.001) G_GAN: 1.692 G_L1: 26.227 D_real: 0.668 D_fake: 0.181 
(epoch: 2, iters: 1000, time: 0.041, data: 0.001) G_GAN: 1.493 G_L1: 27.644 D_real: 0.282 D_fake: 0.809 
(epoch: 2, iters: 1100, time: 0.043, data: 0.001) G_GAN: 1.461 G_L1: 25.989 D_real: 0.018 D_fake: 1.473 
(epoch: 2, iters: 1200, time: 0.041, data: 0.001) G_GAN: 0.422 G_L1: 26.539 D_real: 1.758 D_fake: 0.166 
(epoch: 2, iters: 1300, time: 0.040, data: 0.001) G_GAN: 1.934 G_L1: 34.179 D_real: 0.001 D_fake: 0.237 
(epoch: 2, iters: 1400, time: 0.045, data: 0.001) G_GAN: 1.612 G_L1: 22.989 D_real: 2.301 D_fake: 0.108 
(epoch: 2, iters: 1500, time: 0.041, data: 0.001) G_GAN: 1.036 G_L1: 24.164 D_real: 0.371 D_fake: 0.384 
(epoch: 2, iters: 1600, time: 0.096, data: 0.001) G_GAN: 1.721 G_L1: 45.651 D_real: 0.000 D_fake: 2.854 
(epoch: 2, iters: 1700, time: 0.039, data: 0.001) G_GAN: 1.439 G_L1: 21.216 D_real: 1.128 D_fake: 0.255 
(epoch: 2, iters: 1800, time: 0.040, data: 0.001) G_GAN: 0.845 G_L1: 22.975 D_real: 0.600 D_fake: 0.509 
(epoch: 2, iters: 1900, time: 0.042, data: 0.001) G_GAN: 3.019 G_L1: 28.059 D_real: 0.161 D_fake: 0.064 
(epoch: 2, iters: 2000, time: 0.038, data: 0.002) G_GAN: 1.752 G_L1: 18.750 D_real: 1.501 D_fake: 0.059 
(epoch: 2, iters: 2100, time: 0.043, data: 0.001) G_GAN: 1.430 G_L1: 18.478 D_real: 0.294 D_fake: 0.246 
(epoch: 2, iters: 2200, time: 0.043, data: 0.001) G_GAN: 0.544 G_L1: 24.906 D_real: 1.331 D_fake: 0.288 
(epoch: 2, iters: 2300, time: 0.040, data: 0.001) G_GAN: 2.307 G_L1: 27.910 D_real: 0.007 D_fake: 0.166 
(epoch: 2, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.766 G_L1: 29.485 D_real: 0.029 D_fake: 0.064 
End of epoch 2 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 3, iters: 100, time: 0.039, data: 0.086) G_GAN: 2.233 G_L1: 22.679 D_real: 1.963 D_fake: 0.068 
(epoch: 3, iters: 200, time: 0.043, data: 0.001) G_GAN: 1.637 G_L1: 19.812 D_real: 0.310 D_fake: 0.533 
saving the latest model (epoch 3, total_iters 5000)
(epoch: 3, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.297 G_L1: 27.465 D_real: 0.006 D_fake: 0.127 
(epoch: 3, iters: 400, time: 0.088, data: 0.001) G_GAN: 1.402 G_L1: 40.336 D_real: 0.004 D_fake: 0.741 
(epoch: 3, iters: 500, time: 0.041, data: 0.001) G_GAN: 2.163 G_L1: 37.692 D_real: 0.309 D_fake: 0.202 
(epoch: 3, iters: 600, time: 0.038, data: 0.001) G_GAN: 1.575 G_L1: 20.200 D_real: 0.481 D_fake: 0.246 
(epoch: 3, iters: 700, time: 0.040, data: 0.001) G_GAN: 2.420 G_L1: 28.757 D_real: 0.383 D_fake: 0.082 
(epoch: 3, iters: 800, time: 0.041, data: 0.001) G_GAN: 1.876 G_L1: 40.584 D_real: 0.376 D_fake: 0.101 
(epoch: 3, iters: 900, time: 0.041, data: 0.001) G_GAN: 2.608 G_L1: 31.085 D_real: 0.013 D_fake: 0.121 
(epoch: 3, iters: 1000, time: 0.041, data: 0.001) G_GAN: 1.776 G_L1: 26.257 D_real: 0.002 D_fake: 0.256 
(epoch: 3, iters: 1100, time: 0.040, data: 0.001) G_GAN: 2.241 G_L1: 35.026 D_real: 0.015 D_fake: 0.196 
(epoch: 3, iters: 1200, time: 0.086, data: 0.001) G_GAN: 1.985 G_L1: 32.400 D_real: 0.523 D_fake: 0.236 
(epoch: 3, iters: 1300, time: 0.041, data: 0.001) G_GAN: 1.781 G_L1: 28.131 D_real: 0.001 D_fake: 0.579 
(epoch: 3, iters: 1400, time: 0.039, data: 0.001) G_GAN: 2.138 G_L1: 27.328 D_real: 0.045 D_fake: 0.188 
(epoch: 3, iters: 1500, time: 0.041, data: 0.001) G_GAN: 1.496 G_L1: 22.590 D_real: 0.446 D_fake: 0.233 
(epoch: 3, iters: 1600, time: 0.042, data: 0.001) G_GAN: 2.215 G_L1: 18.381 D_real: 0.007 D_fake: 0.264 
(epoch: 3, iters: 1700, time: 0.038, data: 0.001) G_GAN: 2.796 G_L1: 33.236 D_real: 0.010 D_fake: 0.254 
(epoch: 3, iters: 1800, time: 0.041, data: 0.001) G_GAN: 2.166 G_L1: 28.654 D_real: 0.010 D_fake: 0.738 
(epoch: 3, iters: 1900, time: 0.042, data: 0.001) G_GAN: 1.258 G_L1: 20.850 D_real: 1.843 D_fake: 0.161 
(epoch: 3, iters: 2000, time: 0.042, data: 0.001) G_GAN: 1.292 G_L1: 22.032 D_real: 0.084 D_fake: 0.506 
(epoch: 3, iters: 2100, time: 0.040, data: 0.001) G_GAN: 1.755 G_L1: 23.943 D_real: 0.012 D_fake: 0.159 
(epoch: 3, iters: 2200, time: 0.042, data: 0.001) G_GAN: 1.990 G_L1: 25.691 D_real: 0.054 D_fake: 1.144 
(epoch: 3, iters: 2300, time: 0.040, data: 0.002) G_GAN: 0.579 G_L1: 24.900 D_real: 1.188 D_fake: 0.626 
(epoch: 3, iters: 2400, time: 0.041, data: 0.001) G_GAN: 2.043 G_L1: 33.607 D_real: 0.045 D_fake: 0.364 
End of epoch 3 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 4, iters: 100, time: 0.040, data: 0.098) G_GAN: 3.260 G_L1: 33.758 D_real: 0.001 D_fake: 0.040 
(epoch: 4, iters: 200, time: 0.041, data: 0.001) G_GAN: 1.481 G_L1: 26.615 D_real: 2.691 D_fake: 0.125 
(epoch: 4, iters: 300, time: 0.035, data: 0.001) G_GAN: 2.226 G_L1: 21.832 D_real: 0.061 D_fake: 0.274 
(epoch: 4, iters: 400, time: 0.096, data: 0.001) G_GAN: 3.366 G_L1: 36.411 D_real: 0.075 D_fake: 0.042 
(epoch: 4, iters: 500, time: 0.041, data: 0.001) G_GAN: 1.985 G_L1: 20.591 D_real: 0.000 D_fake: 0.508 
(epoch: 4, iters: 600, time: 0.036, data: 0.001) G_GAN: 2.351 G_L1: 43.454 D_real: 0.000 D_fake: 0.177 
(epoch: 4, iters: 700, time: 0.039, data: 0.002) G_GAN: 1.380 G_L1: 23.346 D_real: 0.011 D_fake: 0.380 
(epoch: 4, iters: 800, time: 0.093, data: 0.001) G_GAN: 1.718 G_L1: 24.676 D_real: 0.000 D_fake: 0.369 
(epoch: 4, iters: 900, time: 0.039, data: 0.001) G_GAN: 1.962 G_L1: 15.468 D_real: 0.001 D_fake: 0.552 
(epoch: 4, iters: 1000, time: 0.041, data: 0.001) G_GAN: 1.867 G_L1: 38.350 D_real: 0.000 D_fake: 0.284 
(epoch: 4, iters: 1100, time: 0.040, data: 0.001) G_GAN: 1.452 G_L1: 31.179 D_real: 0.371 D_fake: 0.139 
(epoch: 4, iters: 1200, time: 0.041, data: 0.001) G_GAN: 1.655 G_L1: 23.590 D_real: 0.042 D_fake: 0.488 
(epoch: 4, iters: 1300, time: 0.039, data: 0.001) G_GAN: 1.956 G_L1: 22.076 D_real: 0.001 D_fake: 0.541 
(epoch: 4, iters: 1400, time: 0.041, data: 0.001) G_GAN: 2.033 G_L1: 37.365 D_real: 0.001 D_fake: 0.406 
(epoch: 4, iters: 1500, time: 0.040, data: 0.001) G_GAN: 1.369 G_L1: 32.748 D_real: 0.026 D_fake: 1.384 
(epoch: 4, iters: 1600, time: 0.041, data: 0.001) G_GAN: 2.001 G_L1: 20.863 D_real: 0.196 D_fake: 0.283 
(epoch: 4, iters: 1700, time: 0.040, data: 0.001) G_GAN: 2.106 G_L1: 34.746 D_real: 0.032 D_fake: 0.176 
(epoch: 4, iters: 1800, time: 0.040, data: 0.001) G_GAN: 1.990 G_L1: 21.842 D_real: 0.041 D_fake: 0.185 
(epoch: 4, iters: 1900, time: 0.040, data: 0.001) G_GAN: 2.045 G_L1: 28.248 D_real: 0.331 D_fake: 0.152 
(epoch: 4, iters: 2000, time: 0.041, data: 0.001) G_GAN: 1.249 G_L1: 34.725 D_real: 0.080 D_fake: 0.602 
(epoch: 4, iters: 2100, time: 0.041, data: 0.001) G_GAN: 2.246 G_L1: 23.718 D_real: 0.008 D_fake: 0.227 
(epoch: 4, iters: 2200, time: 0.043, data: 0.001) G_GAN: 1.542 G_L1: 31.292 D_real: 0.900 D_fake: 0.124 
(epoch: 4, iters: 2300, time: 0.044, data: 0.001) G_GAN: 3.254 G_L1: 43.876 D_real: 0.075 D_fake: 0.040 
(epoch: 4, iters: 2400, time: 0.039, data: 0.001) G_GAN: 1.670 G_L1: 31.068 D_real: 0.071 D_fake: 0.705 
End of epoch 4 / 200 	 Time Taken: 73 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 5, iters: 100, time: 0.040, data: 0.095) G_GAN: 2.750 G_L1: 30.428 D_real: 0.021 D_fake: 0.109 
(epoch: 5, iters: 200, time: 0.040, data: 0.001) G_GAN: 1.911 G_L1: 39.035 D_real: 0.309 D_fake: 0.441 
(epoch: 5, iters: 300, time: 0.041, data: 0.001) G_GAN: 1.595 G_L1: 23.527 D_real: 0.010 D_fake: 0.810 
(epoch: 5, iters: 400, time: 0.096, data: 0.001) G_GAN: 1.376 G_L1: 31.468 D_real: 0.796 D_fake: 0.166 
saving the latest model (epoch 5, total_iters 10000)
(epoch: 5, iters: 500, time: 0.040, data: 0.002) G_GAN: 1.839 G_L1: 40.470 D_real: 0.000 D_fake: 0.645 
(epoch: 5, iters: 600, time: 0.041, data: 0.001) G_GAN: 2.351 G_L1: 25.827 D_real: 1.169 D_fake: 0.060 
(epoch: 5, iters: 700, time: 0.041, data: 0.001) G_GAN: 1.679 G_L1: 24.919 D_real: 0.042 D_fake: 0.663 
(epoch: 5, iters: 800, time: 0.041, data: 0.001) G_GAN: 1.692 G_L1: 26.143 D_real: 0.002 D_fake: 0.470 
(epoch: 5, iters: 900, time: 0.042, data: 0.001) G_GAN: 1.676 G_L1: 16.988 D_real: 0.236 D_fake: 0.444 
(epoch: 5, iters: 1000, time: 0.041, data: 0.001) G_GAN: 2.563 G_L1: 22.785 D_real: 0.608 D_fake: 0.058 
(epoch: 5, iters: 1100, time: 0.038, data: 0.001) G_GAN: 2.939 G_L1: 21.896 D_real: 0.414 D_fake: 0.061 
(epoch: 5, iters: 1200, time: 0.040, data: 0.001) G_GAN: 2.139 G_L1: 50.851 D_real: 0.563 D_fake: 0.107 
(epoch: 5, iters: 1300, time: 0.040, data: 0.001) G_GAN: 2.473 G_L1: 45.319 D_real: 0.000 D_fake: 0.136 
(epoch: 5, iters: 1400, time: 0.040, data: 0.001) G_GAN: 1.190 G_L1: 27.794 D_real: 0.385 D_fake: 0.267 
(epoch: 5, iters: 1500, time: 0.041, data: 0.001) G_GAN: 1.516 G_L1: 28.500 D_real: 0.877 D_fake: 0.255 
(epoch: 5, iters: 1600, time: 0.039, data: 0.001) G_GAN: 2.146 G_L1: 30.082 D_real: 0.006 D_fake: 0.161 
(epoch: 5, iters: 1700, time: 0.041, data: 0.001) G_GAN: 2.455 G_L1: 34.145 D_real: 0.002 D_fake: 0.232 
(epoch: 5, iters: 1800, time: 0.040, data: 0.001) G_GAN: 1.785 G_L1: 24.856 D_real: 1.007 D_fake: 0.112 
(epoch: 5, iters: 1900, time: 0.037, data: 0.001) G_GAN: 1.742 G_L1: 26.183 D_real: 0.003 D_fake: 0.392 
(epoch: 5, iters: 2000, time: 0.041, data: 0.001) G_GAN: 1.423 G_L1: 21.657 D_real: 1.587 D_fake: 0.089 
(epoch: 5, iters: 2100, time: 0.042, data: 0.001) G_GAN: 3.169 G_L1: 20.054 D_real: 0.836 D_fake: 0.033 
(epoch: 5, iters: 2200, time: 0.040, data: 0.002) G_GAN: 1.982 G_L1: 30.770 D_real: 0.007 D_fake: 0.331 
(epoch: 5, iters: 2300, time: 0.041, data: 0.001) G_GAN: 2.098 G_L1: 30.075 D_real: 0.000 D_fake: 0.222 
(epoch: 5, iters: 2400, time: 0.092, data: 0.001) G_GAN: 1.247 G_L1: 20.012 D_real: 0.815 D_fake: 0.190 
saving the model at the end of epoch 5, iters 12000
End of epoch 5 / 200 	 Time Taken: 75 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 6, iters: 100, time: 0.039, data: 0.096) G_GAN: 1.808 G_L1: 28.938 D_real: 0.376 D_fake: 0.145 
(epoch: 6, iters: 200, time: 0.039, data: 0.001) G_GAN: 2.050 G_L1: 26.255 D_real: 0.072 D_fake: 0.138 
(epoch: 6, iters: 300, time: 0.037, data: 0.001) G_GAN: 2.710 G_L1: 29.195 D_real: 0.000 D_fake: 0.117 
(epoch: 6, iters: 400, time: 0.095, data: 0.001) G_GAN: 1.340 G_L1: 42.617 D_real: 0.012 D_fake: 0.410 
(epoch: 6, iters: 500, time: 0.039, data: 0.001) G_GAN: 1.966 G_L1: 19.945 D_real: 0.211 D_fake: 0.249 
(epoch: 6, iters: 600, time: 0.040, data: 0.001) G_GAN: 2.565 G_L1: 20.743 D_real: 0.039 D_fake: 0.167 
(epoch: 6, iters: 700, time: 0.041, data: 0.002) G_GAN: 2.089 G_L1: 24.837 D_real: 0.704 D_fake: 0.114 
(epoch: 6, iters: 800, time: 0.039, data: 0.001) G_GAN: 2.348 G_L1: 25.793 D_real: 0.394 D_fake: 0.088 
(epoch: 6, iters: 900, time: 0.040, data: 0.001) G_GAN: 3.026 G_L1: 29.179 D_real: 0.042 D_fake: 0.102 
(epoch: 6, iters: 1000, time: 0.041, data: 0.001) G_GAN: 2.439 G_L1: 36.867 D_real: 0.000 D_fake: 0.200 
(epoch: 6, iters: 1100, time: 0.039, data: 0.001) G_GAN: 3.219 G_L1: 35.449 D_real: 0.002 D_fake: 0.116 
(epoch: 6, iters: 1200, time: 0.041, data: 0.002) G_GAN: 1.976 G_L1: 33.868 D_real: 0.028 D_fake: 0.263 
(epoch: 6, iters: 1300, time: 0.038, data: 0.001) G_GAN: 2.516 G_L1: 24.668 D_real: 0.174 D_fake: 0.176 
(epoch: 6, iters: 1400, time: 0.041, data: 0.001) G_GAN: 2.053 G_L1: 25.978 D_real: 0.708 D_fake: 0.091 
(epoch: 6, iters: 1500, time: 0.041, data: 0.001) G_GAN: 1.870 G_L1: 35.569 D_real: 0.000 D_fake: 0.228 
(epoch: 6, iters: 1600, time: 0.040, data: 0.001) G_GAN: 2.387 G_L1: 23.942 D_real: 0.116 D_fake: 0.297 
(epoch: 6, iters: 1700, time: 0.040, data: 0.001) G_GAN: 1.758 G_L1: 26.682 D_real: 0.003 D_fake: 1.723 
(epoch: 6, iters: 1800, time: 0.040, data: 0.001) G_GAN: 2.629 G_L1: 26.008 D_real: 0.001 D_fake: 0.098 
(epoch: 6, iters: 1900, time: 0.041, data: 0.001) G_GAN: 1.222 G_L1: 17.276 D_real: 0.291 D_fake: 1.058 
(epoch: 6, iters: 2000, time: 0.096, data: 0.001) G_GAN: 1.999 G_L1: 20.681 D_real: 0.820 D_fake: 0.126 
(epoch: 6, iters: 2100, time: 0.041, data: 0.001) G_GAN: 3.029 G_L1: 22.130 D_real: 0.231 D_fake: 0.058 
(epoch: 6, iters: 2200, time: 0.040, data: 0.001) G_GAN: 2.771 G_L1: 21.264 D_real: 0.280 D_fake: 0.067 
(epoch: 6, iters: 2300, time: 0.040, data: 0.002) G_GAN: 2.788 G_L1: 25.031 D_real: 0.061 D_fake: 0.152 
(epoch: 6, iters: 2400, time: 0.039, data: 0.001) G_GAN: 1.246 G_L1: 24.668 D_real: 0.253 D_fake: 0.685 
End of epoch 6 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 7, iters: 100, time: 0.041, data: 0.105) G_GAN: 2.958 G_L1: 26.264 D_real: 0.117 D_fake: 0.101 
(epoch: 7, iters: 200, time: 0.041, data: 0.001) G_GAN: 2.749 G_L1: 29.300 D_real: 1.859 D_fake: 0.045 
(epoch: 7, iters: 300, time: 0.041, data: 0.001) G_GAN: 2.692 G_L1: 28.919 D_real: 0.001 D_fake: 0.197 
(epoch: 7, iters: 400, time: 0.109, data: 0.001) G_GAN: 1.918 G_L1: 28.633 D_real: 0.072 D_fake: 0.782 
(epoch: 7, iters: 500, time: 0.041, data: 0.001) G_GAN: 2.171 G_L1: 20.179 D_real: 0.088 D_fake: 0.220 
(epoch: 7, iters: 600, time: 0.048, data: 0.001) G_GAN: 2.845 G_L1: 30.030 D_real: 0.000 D_fake: 0.112 
saving the latest model (epoch 7, total_iters 15000)
(epoch: 7, iters: 700, time: 0.039, data: 0.001) G_GAN: 1.328 G_L1: 26.812 D_real: 0.001 D_fake: 0.635 
(epoch: 7, iters: 800, time: 0.042, data: 0.002) G_GAN: 2.509 G_L1: 18.652 D_real: 0.130 D_fake: 0.154 
(epoch: 7, iters: 900, time: 0.043, data: 0.001) G_GAN: 1.068 G_L1: 23.109 D_real: 0.588 D_fake: 0.856 
(epoch: 7, iters: 1000, time: 0.041, data: 0.001) G_GAN: 2.777 G_L1: 24.295 D_real: 0.229 D_fake: 0.091 
(epoch: 7, iters: 1100, time: 0.040, data: 0.001) G_GAN: 3.512 G_L1: 20.276 D_real: 0.131 D_fake: 0.032 
(epoch: 7, iters: 1200, time: 0.041, data: 0.001) G_GAN: 2.039 G_L1: 19.399 D_real: 1.426 D_fake: 0.067 
(epoch: 7, iters: 1300, time: 0.045, data: 0.001) G_GAN: 1.879 G_L1: 26.292 D_real: 0.000 D_fake: 0.321 
(epoch: 7, iters: 1400, time: 0.040, data: 0.001) G_GAN: 1.176 G_L1: 16.658 D_real: 0.454 D_fake: 0.457 
(epoch: 7, iters: 1500, time: 0.040, data: 0.001) G_GAN: 1.842 G_L1: 24.825 D_real: 0.385 D_fake: 0.159 
(epoch: 7, iters: 1600, time: 0.113, data: 0.002) G_GAN: 2.515 G_L1: 27.572 D_real: 0.000 D_fake: 0.162 
(epoch: 7, iters: 1700, time: 0.040, data: 0.002) G_GAN: 1.383 G_L1: 24.471 D_real: 0.016 D_fake: 0.663 
(epoch: 7, iters: 1800, time: 0.041, data: 0.001) G_GAN: 3.296 G_L1: 27.346 D_real: 0.024 D_fake: 0.041 
(epoch: 7, iters: 1900, time: 0.042, data: 0.001) G_GAN: 1.732 G_L1: 38.150 D_real: 0.000 D_fake: 0.264 
(epoch: 7, iters: 2000, time: 0.042, data: 0.001) G_GAN: 3.995 G_L1: 30.155 D_real: 0.095 D_fake: 0.020 
(epoch: 7, iters: 2100, time: 0.042, data: 0.001) G_GAN: 1.775 G_L1: 21.635 D_real: 0.131 D_fake: 0.167 
(epoch: 7, iters: 2200, time: 0.038, data: 0.001) G_GAN: 2.196 G_L1: 32.060 D_real: 0.051 D_fake: 0.240 
(epoch: 7, iters: 2300, time: 0.040, data: 0.001) G_GAN: 1.157 G_L1: 24.802 D_real: 0.814 D_fake: 0.456 
(epoch: 7, iters: 2400, time: 0.040, data: 0.001) G_GAN: 1.846 G_L1: 24.867 D_real: 0.208 D_fake: 0.232 
End of epoch 7 / 200 	 Time Taken: 74 sec
learning rate 0.0002000 -> 0.0002000
(epoch: 8, iters: 100, time: 0.041, data: 0.103) G_GAN: 1.632 G_L1: 22.355 D_real: 0.244 D_fake: 0.792 
(epoch: 8, iters: 200, time: 0.041, data: 0.001) G_GAN: 1.149 G_L1: 16.963 D_real: 1.045 D_fake: 0.125 
(epoch: 8, iters: 300, time: 0.040, data: 0.001) G_GAN: 1.707 G_L1: 27.605 D_real: 0.009 D_fake: 0.224 
(epoch: 8, iters: 400, time: 0.103, data: 0.001) G_GAN: 2.963 G_L1: 31.291 D_real: 0.001 D_fake: 0.067 
(epoch: 8, iters: 500, time: 0.043, data: 0.001) G_GAN: 2.686 G_L1: 44.961 D_real: 0.000 D_fake: 0.124 
(epoch: 8, iters: 600, time: 0.041, data: 0.001) G_GAN: 2.266 G_L1: 26.837 D_real: 0.070 D_fake: 0.181 
(epoch: 8, iters: 700, time: 0.045, data: 0.001) G_GAN: 1.749 G_L1: 25.640 D_real: 0.000 D_fake: 0.531 
